MUNICÍPIO,ESCOLA,LOCALIZAÇÃO,CÓDIGO DO INEP,TIPO,
Anastácio,EM- HONORIVALDO ALVES DE ALBRES,URBANA,50034278,MUNICIPAL,
Anastácio,EM TEODORO RONDON,URBANA,50001078,MUNICIPAL,
Anastácio,EPM JARDIM INDEPENDENCIA,URBANA,50001159,MUNICIPAL,
Anastácio,ESCOLA MUNICIPAL ALCEBIADES ALVES DE ALBRES,URBANA,50034693,MUNICIPAL,
Anastácio,ESCOLA MUNICIPAL ARACY MOREIRA DOS SANTOS,URBANA,50024060,MUNICIPAL,
Anastácio,ESCOLA MUNICIPAL IRMA DULCE,URBANA,50024086,MUNICIPAL,
Anastácio,ESCOLA MUNICIPAL JOSEFA MARIA DA CONCEICAO - DONA ZEFA,URBANA,50024078,MUNICIPAL,
Anastácio,ESCOLA MUNICIPAL RURAL COLONIA PAULISTA,RURAL,50001256,MUNICIPAL,
Anastácio,ESCOLA POLO MUNICIPAL RURAL MANOEL VALERIO DA SILVA,RURAL,50001175,MUNICIPAL,
Anastácio,ESCOLA- POLO MUNICIPAL RURAL NOVO PROGRESSO,RURAL,50001361,MUNICIPAL,
Anastácio,ESCOLA -POLO MUNICIPAL RURAL SAO MANOEL,RURAL,50001469,MUNICIPAL,
Anastácio,ESCOLA-POLO MUNICIPAL AFONSO MARTINS PAIM,URBANA,50001140,MUNICIPAL,
Anastácio,ESCOLA-POLO MUNICIPAL RURAL KM 21,RURAL,50001310,MUNICIPAL,
Anastácio,ESCOLA-POLO MUNICIPAL RURAL LADISLAU GOMES DE BRITO,RURAL,50001167,MUNICIPAL,
Anaurilândia,EMEI RISQUE E RABISQUE-POLO,URBANA,50027000,MUNICIPAL,
Anaurilândia,EMR LUCIANO DA COSTA LIMA - POLO,RURAL,50012800,MUNICIPAL,
Anaurilândia,ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL PROFESSOR PAULO NEY,URBANA,50026267,MUNICIPAL,
Angélica,CEI - NOVO TEMPO,RURAL,50028995,MUNICIPAL,
Angélica,CEI - TEMPO FELIZ,URBANA,50029002,MUNICIPAL,
Angélica,CENTRO DE EDUCACAO INFANTIL CANTINHO DO CEU,URBANA,50034332,MUNICIPAL,
Angélica,EMEIEF MAURO FASCINCANI,URBANA,50033034,MUNICIPAL,
Angélica,EMEIEF NAPOLEAO BATISTA ALBUQUERQUE,URBANA,50019511,MUNICIPAL,
Antônio João,CENTRO DE EDUCACAO INFANTIL ALINE ESPINDOLA MARQUES,URBANA,50059831,MUNICIPAL,
Antônio João,CENTRO DE EDUCACAO INFANTIL DONA LILI,URBANA,50026453,MUNICIPAL,
Antônio João,CENTRO DE EDUCACAO INFANTIL MUNDO ENCANTADO,URBANA,50026445,MUNICIPAL,
Antônio João,CENTRO DE EDUCACAO INFANTIL PROFESSORA LUCILA DE ALMEIDA,URBANA,50035401,MUNICIPAL,
Antônio João,ESCOLA MUNICIPAL MAIKA SANABRIA PINHEIRO,URBANA,50015311,MUNICIPAL,
Antônio João,ESCOLA MUNICIPAL MBO EROY TUPA I ARANDU RENOI,RURAL,50024655,MUNICIPAL,
Aparecida do Taboado,CENTRO MUNICIPAL DE ED INF ADALBERTON RODRIGUES DE ALMEIDA,URBANA,50034170,MUNICIPAL,
Aparecida do Taboado,CMEI - ADELICE BERNARDES DE MELO,URBANA,50011014,MUNICIPAL,
Aparecida do Taboado,CMEI - PROFESSORA ROSALIA QUEIROZ DE OLIVEIRA,URBANA,50031678,MUNICIPAL,
Aparecida do Taboado,CMEI ANA MARIA DO NASCIMENTO,URBANA,50011057,MUNICIPAL,
Aparecida do Taboado,EM CORONEL JOAO ALVES LARA,URBANA,50011081,MUNICIPAL,
Aparecida do Taboado,EM SAO JERONIMO,URBANA,50011146,MUNICIPAL,
Aparecida do Taboado,ESCOLA MUNICIPAL JOAO CHAMA,URBANA,50011120,MUNICIPAL,
Aparecida do Taboado,ESCOLA MUNICIPAL JOAO LUIZ PEREIRA,URBANA,50011090,MUNICIPAL,
Aparecida do Taboado,ESCOLA MUNICIPAL PROFESSOR JESUS JOSE DE SOUZA,URBANA,50026992,MUNICIPAL,
Aquidauana,CAIC ANTONIO PACE,URBANA,50024124,MUNICIPAL,
Aquidauana,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOSE LOPES,URBANA,50033565,MUNICIPAL,
Aquidauana,CENTRO MUNICIPAL EM ALFABETIZACAO ROTARY CLUB,URBANA,50031066,MUNICIPAL,
Aquidauana,CMA - EMILIA ALVES NOGUEIRA,URBANA,50082922,MUNICIPAL,
Aquidauana,CMEI - DONA MAFALDA,URBANA,50031236,MUNICIPAL,
Aquidauana,CMEI - DR ANTONIO DE ARRUDA SAMPAIO,URBANA,50034367,MUNICIPAL,
Aquidauana,CMEI - LEONOR GARCIA,URBANA,50031244,MUNICIPAL,
Aquidauana,CMEI - POLO VALDIR CATHCART FERREIRA,URBANA,50031252,MUNICIPAL,
Aquidauana,CMEI - PROF ENIO DE CASTRO CABRAL,URBANA,50034340,MUNICIPAL,
Aquidauana,CMEI - VEREADOR ADEMIR BRITES,URBANA,50034359,MUNICIPAL,
Aquidauana,CMEI- ANDREA PACE DE OLIVEIRA,URBANA,50027654,MUNICIPAL,
Aquidauana,CMEI BEZERRA DE MENEZES,URBANA,50027719,MUNICIPAL,
Aquidauana,CMEI PROF JOSE RODOLFO FALCAO,URBANA,50034014,MUNICIPAL,
Aquidauana,EM ADA MOREIRA BARROS,RURAL,50002023,MUNICIPAL,
Aquidauana,EM ANTONIO SANTOS RIBEIRO,RURAL,50002031,MUNICIPAL,
Aquidauana,EM ERSO GOMES,URBANA,50001701,MUNICIPAL,
Aquidauana,EM FRANKLIN CASSIANO,RURAL,50002015,MUNICIPAL,
Aquidauana,EM INDIGENA FRANCISCO FARIAS,RURAL,50022075,MUNICIPAL,
Aquidauana,EM INDIGENA POLO GENERAL RONDON,RURAL,50002066,MUNICIPAL,
Aquidauana,EM INDIGENA POLO LUTUMA DIAS,RURAL,50001922,MUNICIPAL,
Aquidauana,EM MARISA NOGUEIRA ROSA SCAFF,URBANA,50031074,MUNICIPAL,
Aquidauana,EMI POLO MARCOLINO LILI,RURAL,50022067,MUNICIPAL,
Aquidauana,ESCOLA MUNICIPAL INDIGENA POLO FELICIANO PIO,RURAL,50002112,MUNICIPAL,
Aquidauana,ESCOLA MUNICIPAL POLO PANTANEIRA,RURAL,50026844,MUNICIPAL,
Aquidauana,ESCOLA MUNICIPAL VISCONDE DE TAUNAY,RURAL,50002058,MUNICIPAL,
Aral Moreira,CENTRO DE EDUCACAO INFANTIL GERALDO ANTONIO LOPES,URBANA,50032062,MUNICIPAL,
Aral Moreira,ESCOLA MUNICIPAL ADROALDO DA CRUZ,RURAL,50029770,MUNICIPAL,
Aral Moreira,ESCOLA MUNICIPAL GIL NORBERTO SANTA ROSA LOPES,RURAL,50029800,MUNICIPAL,
Aral Moreira,ESCOLA MUNICIPAL JOAQUIM MOREIRA LOPES,URBANA,50015397,MUNICIPAL,
Aral Moreira,ESCOLA MUNICIPAL MARIA DE LOURDES FRAGELLI,RURAL,50029797,MUNICIPAL,
Aral Moreira,ESCOLA MUNICIPAL VENITA RIBEIRO MARQUES,RURAL,50015400,MUNICIPAL,
Aral Moreira,ESCOLA POLO MUNICIPAL INDIGENA ARANDU RENDA GUARANI KAIOWA,RURAL,50029789,MUNICIPAL,
Bandeirantes,CMEI CENTRO MUNICIPAL DE EDUCACAO INFANTIL RECANTO FELIZ,URBANA,50059858,MUNICIPAL,
Bandeirantes,EM CUSTODIO FERREIRA GONCALVES POLO,URBANA,50004735,MUNICIPAL,
Bandeirantes,EM JOSE BONIFACIO,RURAL,50005014,MUNICIPAL,
Bandeirantes,EM LEONTINA LUCIANA DA SILVA,URBANA,50004743,MUNICIPAL,
Bandeirantes,EM PATOTINHA,URBANA,50004727,MUNICIPAL,
Bandeirantes,ESCOLA MUNICIPAL JOSE DE ANCHIETA - POLO,RURAL,50025007,MUNICIPAL,
Bataguassu,CEI - CASA DA VOVO DIVA,URBANA,50025449,MUNICIPAL,
Bataguassu,CENTRO DE EDUCACAO INFANTIL PREFEITO ENIO MARTINS,URBANA,50031597,MUNICIPAL,
Bataguassu,CENTRO DE EDUCACAO INFANTIL PROFESSORA ANA MARIA BERRO,RURAL,50025503,MUNICIPAL,
Bataguassu,EM - DO CAMPO PROF MARIA DA CONCEICAO,RURAL,50029983,MUNICIPAL,
Bataguassu,ESCOLA EM - MARECHAL RONDON,URBANA,50013068,MUNICIPAL,
Bataguassu,ESCOLA MUNICIPAL PROFESSOR PEDRO DOMINGUES DE FIGUEIREDO,RURAL,50024876,MUNICIPAL,
Batayporã,EM ANIZIO TEIXEIRA DA SILVA,URBANA,50013173,MUNICIPAL,
Batayporã,EM BENEDITA FIGUEIRO DE OLIVEIRA,URBANA,50013165,MUNICIPAL,
Batayporã,EM PROFª BERNADETE TEIXEIRA,RURAL,50026585,MUNICIPAL,
Bela Vista,CEIM - ALEXANDRINA ARMOA ZACARIAS - DONA CHIRA,URBANA,50032135,MUNICIPAL,
Bela Vista,CEIM CRIANCA FELIZ,URBANA,50033816,MUNICIPAL,
Bela Vista,CEIM DONA ZIFA,URBANA,50033786,MUNICIPAL,
Bela Vista,CEIM IRMA ANGELINA,URBANA,50033760,MUNICIPAL,
Bela Vista,CEIM PREFEITO WALTER ESCOBAR NUNES,URBANA,50033778,MUNICIPAL,
Bela Vista,CEIM PROFESSORA ZULMIRA OSSUNA,URBANA,50033794,MUNICIPAL,
Bela Vista,E M PROFESSORA CLOTILDE G DE CASTRO PINTO,URBANA,50013980,MUNICIPAL,
Bela Vista,EM BARRA DO ITA - POLO,RURAL,50013947,MUNICIPAL,
Bela Vista,EM ENIR MONTEIRO NUNES RONDAO,RURAL,50025589,MUNICIPAL,
Bela Vista,EM JARBAS PASSARINHO,URBANA,50013955,MUNICIPAL,
Bela Vista,EM NOSSA SENHORA DO PERPETUO SOCORRO,URBANA,50013963,MUNICIPAL,
Bela Vista,EM SANTA MARINA,RURAL,50030990,MUNICIPAL,
Bela Vista,EM SAO CLEMENTE - POLO,RURAL,50014072,MUNICIPAL,
Bela Vista,EM SONETE LEITE LINO,URBANA,50013998,MUNICIPAL,
Bela Vista,ESCOLA MUNICIPAL INDIGENA PIRACUA,RURAL,50024213,MUNICIPAL,
Bela Vista,ESCOLA MUNICIPAL PEDRO AJALA- POLO,URBANA,50014064,MUNICIPAL,
Bela Vista,ESCOLA MUNICIPAL PREFEITO CLOVIS MARCELINO DE OLIVEIRA,RURAL,50013971,MUNICIPAL,
Bela Vista,ESCOLA MUNICIPAL SAO GERALDO,URBANA,50033522,MUNICIPAL,
Bodoquena,CEI - BODOQUENA,URBANA,50027387,MUNICIPAL,
Bodoquena,CEI - MARIA MADALENA FARIAS PINA,URBANA,50026283,MUNICIPAL,
Bodoquena,CENTRO DE EDUCACAO INFANTIL GILDETE AUSENI GOMES,URBANA,50034391,MUNICIPAL,
Bodoquena,EM ATAIDE SAMPAIO,RURAL,50014137,MUNICIPAL,
Bodoquena,EM DR ARNALDO ESTEVAO DE FIGUEIREDO,URBANA,50014129,MUNICIPAL,
Bodoquena,EM JOAO BATISTA PACHECO,URBANA,50026879,MUNICIPAL,
Bodoquena,EM JOSE GONCALVES DA SILVA,RURAL,50014161,MUNICIPAL,
Bodoquena,EM MAL RONDON,RURAL,50014170,MUNICIPAL,
Bodoquena,EM PROF JOSE MUNIZ DE ORNELAS-POLO,RURAL,50030957,MUNICIPAL,
Bonito,CEI - HERMINIA TEIXEIRA SIQUEIRA,URBANA,50028103,MUNICIPAL,
Bonito,CEI - IZALTINA VIEIRA COELHO,URBANA,50035606,MUNICIPAL,
Bonito,CEI - LAURA VICUNA,URBANA,50027557,MUNICIPAL,
Bonito,CEI - VERA LUCIA GHIZZI FIGUEIREDO,URBANA,50027565,MUNICIPAL,
Bonito,EM JOAO ALVES DA NOBREGA,URBANA,50014226,MUNICIPAL,
Bonito,EM JOAO ALVES DE ARRUDA POLO,URBANA,50014234,MUNICIPAL,
Bonito,EM MANOEL INACIO DE FARIAS,URBANA,50014242,MUNICIPAL,
Bonito,EM PROFª DURVALINA DORNELLES TEIXEIRA,URBANA,50014218,MUNICIPAL,
Bonito,EM PROFª IZAURA PINTO GUIMARAES,URBANA,50027018,MUNICIPAL,
Bonito,EMR OZORIO JACQUES,RURAL,50014269,MUNICIPAL,
Bonito,ESCOLA MUNICIPAL RURAL AGUAS DO MIRANDA - POLO,RURAL,50027573,MUNICIPAL,
Bonito,ESCOLA MUNICIPAL VITALINA VARGAS MACHADO,URBANA,50014250,MUNICIPAL,
Brasilândia,CENTRO EDUCACIONAL INFANTIL GISELY RIBEIRO HIPPLER,URBANA,50032186,MUNICIPAL,
Brasilândia,CENTRO EDUCACIONAL INFANTIL PROFESSOR HENRIQUE MENDONCA QUINTINO,URBANA,50060848,MUNICIPAL,
Brasilândia,CENTRO EDUCACIONAL INFANTIL PROFESSORA CARMELITA BARBOSA CAITANO,URBANA,50028901,MUNICIPAL,
Brasilândia,CENTRO EDUCACIONAL INFANTIL RAIO DE LUZ,RURAL,50027476,MUNICIPAL,
Brasilândia,ESCOLA MUNICIPAL ANTONIO HENRIQUE FILHO,URBANA,50011880,MUNICIPAL,
Brasilândia,ESCOLA MUNICIPAL ARTHUR HOFFIG,URBANA,50011863,MUNICIPAL,
Brasilândia,ESCOLA MUNICIPAL ASSENTAMENTO MUTUM,RURAL,50072820,MUNICIPAL,
Brasilândia,ESCOLA MUNICIPAL OFAIE INIECHEKI,RURAL,50021850,MUNICIPAL,
Brasilândia,ESCOLA MUNICIPAL PAULO SIMOES BRAGA,URBANA,50011871,MUNICIPAL,
Brasilândia,ESCOLA MUNICIPAL RAIMUNDO PEDRO DE SOUZA,RURAL,50072838,MUNICIPAL,
Caarapó,CMEI ARISTIDES MACIEL DA SILVA,URBANA,50024914,MUNICIPAL,
Caarapó,CMEI DONA CHINA,URBANA,50015540,MUNICIPAL,
Caarapó,CMEI FREI MATEUS,URBANA,50031384,MUNICIPAL,
Caarapó,CMEI PROF JULIO USHIGIMA - POLO,URBANA,50015427,MUNICIPAL,
Caarapó,CMEI PROFESSOR ARMANDO CAMPOS BELO,URBANA,50015559,MUNICIPAL,
Caarapó,CMEI PROFESSORA ROSELI ALVES DE BRITO,URBANA,50032070,MUNICIPAL,
Caarapó,CMEI RITA TEREZA DE ARAUJO SILVA - POLO,RURAL,50028367,MUNICIPAL,
Caarapó,EM CANDIDO LEMES DOS SANTOS,URBANA,50015435,MUNICIPAL,
Caarapó,EM INDIGENA NANDEJARA-POLO,RURAL,50028375,MUNICIPAL,
Caarapó,EM PROFESSOR MOACIR FRANCO DE CARVALHO,URBANA,50023721,MUNICIPAL,
Caarapó,EM RUI BARBOSA,URBANA,50015443,MUNICIPAL,
Camapuã,CENTRO DE EDUCACAO INFANTIL MARIA RUFINA DE JESUS MADRUGA,URBANA,50027522,MUNICIPAL,
Camapuã,CENTRO DE EDUCACAO INFANTIL PROFESSORA IRAIDES GONCALVES DE MEDEIROS TECA,URBANA,50031708,MUNICIPAL,
Camapuã,ESCOLA MUNICIPAL CLAUDIO JOSE DE LIMA,URBANA,50003119,MUNICIPAL,
Camapuã,ESCOLA MUNICIPAL DR SUDALYDIO RODRIGUES MACHADO,URBANA,50003208,MUNICIPAL,
Camapuã,ESCOLA MUNICIPAL ERNESTO SOLON BORGES - POLO,URBANA,50003232,MUNICIPAL,
Camapuã,ESCOLA MUNICIPAL EURICO GASPAR DUTRA,URBANA,50003240,MUNICIPAL,
Camapuã,ESCOLA MUNICIPAL LUCAS ALVES DO VALLE,URBANA,50003127,MUNICIPAL,
Camapuã,ESCOLA MUNICIPAL PROFª CARMEN SANCHEZ MELHADO - POLO,RURAL,50059840,MUNICIPAL,
Campo Grande,EM ABEL FREIRE DE ARAGAO,URBANA,50006916,MUNICIPAL,
Campo Grande,EM AGRICOLA BARAO DO RIO BRANCO,RURAL,50009257,MUNICIPAL,
Campo Grande,EM AGRICOLA GOV ARNALDO ESTEVAO DE FIGUEIREDO,RURAL,50024507,MUNICIPAL,
Campo Grande,EM ANTONIO JOSE PANIAGO,URBANA,50008862,MUNICIPAL,
Campo Grande,EM BERNARDO FRANCO BAIS,URBANA,50007300,MUNICIPAL,
Campo Grande,EM CARLOS VILHALVA CRISTALDO,URBANA,50006525,MUNICIPAL,
Campo Grande,EM CEL ANTONINO,URBANA,50006533,MUNICIPAL,
Campo Grande,EM CEL SEBASTIAO LIMA,URBANA,50006541,MUNICIPAL,
Campo Grande,EM CELINA MARTINS JALLAD,URBANA,50031422,MUNICIPAL,
Campo Grande,EM CONSULESA MARGARIDA MAKSOUD TRAD,URBANA,50027417,MUNICIPAL,
Campo Grande,EM DARTHESY NOVAES CAMINHA,RURAL,50006959,MUNICIPAL,
Campo Grande,EM DES CARLOS GARCIA DE QUEIROZ,URBANA,50024833,MUNICIPAL,
Campo Grande,EM DOMINGOS GONCALVES GOMES,URBANA,50007319,MUNICIPAL,
Campo Grande,EM DR EDUARDO OLIMPIO MACHADO,URBANA,50006975,MUNICIPAL,
Campo Grande,EM DR PLINIO BARBOSA MARTINS,URBANA,50027409,MUNICIPAL,
Campo Grande,EM DR TERTULIANO MEIRELLES,URBANA,50006550,MUNICIPAL,
Campo Grande,EM ELIZIO RAMIREZ VIEIRA,URBANA,50028332,MUNICIPAL,
Campo Grande,EM ELPIDIO REIS,URBANA,50024825,MUNICIPAL,
Campo Grande,EM ETALIVIO PEREIRA MARTINS,URBANA,50006568,MUNICIPAL,
Campo Grande,EM FREDERICO SOARES,URBANA,50006789,MUNICIPAL,
Campo Grande,EM GERALDO CASTELO,URBANA,50007033,MUNICIPAL,
Campo Grande,EM GOV HARRY AMORIM COSTA,URBANA,50006797,MUNICIPAL,
Campo Grande,EM IMACULADA CONCEICAO,URBANA,50006576,MUNICIPAL,
Campo Grande,EM IRENE SZUKALA,URBANA,50028340,MUNICIPAL,
Campo Grande,EM IRMA EDITH COELHO NETTO,URBANA,50007041,MUNICIPAL,
Campo Grande,EM IRMA IRMA ZORZI,URBANA,50023292,MUNICIPAL,
Campo Grande,EM ISAURO BENTO NOGUEIRA,RURAL,50009249,MUNICIPAL,
Campo Grande,EM JOAO DE PAULA RIBEIRO,URBANA,50006584,MUNICIPAL,
Campo Grande,EM JOAO EVANGELISTA VIEIRA DE ALMEIDA,URBANA,50006800,MUNICIPAL,
Campo Grande,EM JOAO NEPOMUCENO,URBANA,50006592,MUNICIPAL,
Campo Grande,EM JOSE DO PATROCINIO,RURAL,50007050,MUNICIPAL,
Campo Grande,EM JOSE DORILEO DE PINA,URBANA,50006606,MUNICIPAL,
Campo Grande,EM JOSE MAURO MESSIAS DA SILVA - POETA DAS MORENINHAS,URBANA,50072846,MUNICIPAL,
Campo Grande,EM JOSE RODRIGUES BENFICA,URBANA,50006614,MUNICIPAL,
Campo Grande,EM KAME ADANIA,URBANA,50006622,MUNICIPAL,
Campo Grande,EM LEOVEGILDO DE MELO,RURAL,50007076,MUNICIPAL,
Campo Grande,EM MAESTRO JOAO CORREA RIBEIRO,URBANA,50007092,MUNICIPAL,
Campo Grande,EM MAJOR AVIADOR Y - JUCA PIRAMA DE ALMEIDA,URBANA,50007106,MUNICIPAL,
Campo Grande,EM MANOEL GONCALVES MARTINS,RURAL,50072854,MUNICIPAL,
Campo Grande,EM NAGEN JORGE SAAD,URBANA,50026887,MUNICIPAL,
Campo Grande,EM NAZIRA ANACHE,URBANA,50024795,MUNICIPAL,
Campo Grande,EM NERONE MAIOLINO,URBANA,50031058,MUNICIPAL,
Campo Grande,EM OITO DE DEZEMBRO,RURAL,50022849,MUNICIPAL,
Campo Grande,EM ORLANDINA OLIVEIRA LIMA,RURAL,50007149,MUNICIPAL,
Campo Grande,EM OSVALDO CRUZ,URBANA,50072927,MUNICIPAL,
Campo Grande,EM PADRE HEITOR CASTOLDI,URBANA,50006827,MUNICIPAL,
Campo Grande,EM PADRE JOSE DE ANCHIETA,URBANA,50006819,MUNICIPAL,
Campo Grande,EM PADRE JOSE VALENTIM,URBANA,50007165,MUNICIPAL,
Campo Grande,EM PADRE TOMAZ GHIRARDELLI,URBANA,50024809,MUNICIPAL,
Campo Grande,EM PREF MANOEL INACIO DE SOUZA,URBANA,50006630,MUNICIPAL,
Campo Grande,EM PROF ALCIDIO PIMENTEL,URBANA,50006835,MUNICIPAL,
Campo Grande,EM PROF ALDO DE QUEIROZ,URBANA,50008714,MUNICIPAL,
Campo Grande,EM PROF ANTONIO LOPES LINS,URBANA,50007181,MUNICIPAL,
Campo Grande,EM PROF ARASSUAY GOMES DE CASTRO,URBANA,50031040,MUNICIPAL,
Campo Grande,EM PROF ARLINDO LIMA,URBANA,50006657,MUNICIPAL,
Campo Grande,EM PROF ERNESTO GARCIA DE ARAUJO,URBANA,50006690,MUNICIPAL,
Campo Grande,EM PROF FAUZE SCAFF GATTASS FILHO,URBANA,50025724,MUNICIPAL,
Campo Grande,EM PROF HERCULES MAYMONE,URBANA,50007220,MUNICIPAL,
Campo Grande,EM PROF JOAO CANDIDO DE SOUZA,URBANA,50008803,MUNICIPAL,
Campo Grande,EM PROF JOSE DE SOUZA,URBANA,50031031,MUNICIPAL,
Campo Grande,EM PROF LICURGO DE OLIVEIRA BASTOS,URBANA,50006843,MUNICIPAL,
Campo Grande,EM PROF LUIS ANTONIO DE SA CARVALHO,URBANA,50023152,MUNICIPAL,
Campo Grande,EM PROF LUIZ CAVALLON,URBANA,50007246,MUNICIPAL,
Campo Grande,EM PROF MUCIO TEIXEIRA JR,URBANA,50006860,MUNICIPAL,
Campo Grande,EM PROF NAGIB RASLAN,URBANA,50006878,MUNICIPAL,
Campo Grande,EM PROF NELSON DE SOUZA PINHEIRO,URBANA,50007254,MUNICIPAL,
Campo Grande,EM PROF PLINIO MENDES DOS SANTOS,URBANA,50007327,MUNICIPAL,
Campo Grande,EM PROF VANDERLEI ROSA DE OLIVEIRA,URBANA,50024647,MUNICIPAL,
Campo Grande,EM PROF VIRGILIO ALVES DE CAMPOS,URBANA,50007270,MUNICIPAL,
Campo Grande,EM PROF WILSON TAVEIRA ROSALINO,URBANA,50023179,MUNICIPAL,
Campo Grande,EM PROFª ADAIR DE OLIVEIRA,URBANA,50006649,MUNICIPAL,
Campo Grande,EM PROFª ANA LUCIA DE OLIVEIRA BATISTA,URBANA,50059890,MUNICIPAL,
Campo Grande,EM PROFª ARLENE MARQUES ALMEIDA,URBANA,50029118,MUNICIPAL,
Campo Grande,EM PROFª BRIGIDA FERRAZ FOSS,URBANA,50006665,MUNICIPAL,
Campo Grande,EM PROFª DANDA NUNES,URBANA,50006673,MUNICIPAL,
Campo Grande,EM PROFª ELIZABEL MARIA GOMES SALLES,URBANA,50006681,MUNICIPAL,
Campo Grande,EM PROFª EULALIA NETO LESSA,URBANA,50006703,MUNICIPAL,
Campo Grande,EM PROFª FLORA GUIMARAES ROSA PIRES,URBANA,50023144,MUNICIPAL,
Campo Grande,EM PROFª GONCALINA FAUSTINA DE OLIVEIRA,URBANA,50007211,MUNICIPAL,
Campo Grande,EM PROFª IONE CATARINA GIANOTTI IGYDIO,URBANA,50025716,MUNICIPAL,
Campo Grande,EM PROFª IRACEMA DE SOUZA MENDONCA,URBANA,50007335,MUNICIPAL,
Campo Grande,EM PROFª IRACEMA MARIA VICENTE,URBANA,50059904,MUNICIPAL,
Campo Grande,EM PROFª LEIRE PIMENTEL DE CARVALHO CORREA,URBANA,50006738,MUNICIPAL,
Campo Grande,EM PROFª LENITA DE SENA NACHIF,URBANA,50007238,MUNICIPAL,
Campo Grande,EM PROFª MARIA LUCIA PASSARELLI,URBANA,50006851,MUNICIPAL,
Campo Grande,EM PROFª MARIA TEREZA RODRIGUES,URBANA,50006746,MUNICIPAL,
Campo Grande,EM PROFª MARINA COUTO FORTES,URBANA,50006754,MUNICIPAL,
Campo Grande,EM PROFª OLIVA ENCISO,URBANA,50006762,MUNICIPAL,
Campo Grande,EM PROFª ONEIDA RAMOS,URBANA,50024817,MUNICIPAL,
Campo Grande,EM PROFESSORA MARIA REGINA DE VASCONCELOS GALVAO,URBANA,50034030,MUNICIPAL,
Campo Grande,EM RAFAELA ABRAO,URBANA,50024523,MUNICIPAL,
Campo Grande,EM SANTOS DUMONT,URBANA,50006770,MUNICIPAL,
Campo Grande,EM SENADOR RACHID SALDANHA DERZI,URBANA,50072862,MUNICIPAL,
Campo Grande,EM SULIVAN SILVESTRE OLIVEIRA - TUMUNE KALIVONO - CRIANCA DE FUTURO,URBANA,50025708,MUNICIPAL,
Campo Grande,EM VALDETE ROSA DA SILVA,URBANA,50023160,MUNICIPAL,
Campo Grande,EMEI - AERO RANCHO,URBANA,50026194,MUNICIPAL,
Campo Grande,EMEI - ALOINA DE OLIVEIRA SOARES,URBANA,50025848,MUNICIPAL,
Campo Grande,EMEI - ANTONIO MARIO GONCALVES DA SILVA,URBANA,50023420,MUNICIPAL,
Campo Grande,EMEI - ANTONIO RUSTIANO FERNANDES,URBANA,50025910,MUNICIPAL,
Campo Grande,EMEI - ATHENAS SA CARVALHO,URBANA,50026011,MUNICIPAL,
Campo Grande,EMEI - BASE AEREA,URBANA,50026100,MUNICIPAL,
Campo Grande,EMEI - BEM TE VI,URBANA,50023365,MUNICIPAL,
Campo Grande,EMEI - BOTAFOGO,URBANA,50026070,MUNICIPAL,
Campo Grande,EMEI - CAMPO VERDE,URBANA,50026178,MUNICIPAL,
Campo Grande,EMEI - CARLOS NEI DA SILVA,URBANA,50059912,MUNICIPAL,
Campo Grande,EMEI - CLAUDIO MARCOS MANCINI,URBANA,50026160,MUNICIPAL,
Campo Grande,EMEI - CLEBE BRAZIL FERREIRA,URBANA,50026186,MUNICIPAL,
Campo Grande,EMEI - CLEOMAR BAPTISTA DOS SANTOS,URBANA,50025961,MUNICIPAL,
Campo Grande,EMEI - CLOTILDE CHAIA,URBANA,50029398,MUNICIPAL,
Campo Grande,EMEI - CONJUNTO UNIAO,URBANA,50026127,MUNICIPAL,
Campo Grande,EMEI - CONSTANCA CORREA DE ALMEIDA SERRA,URBANA,50076817,MUNICIPAL,
Campo Grande,EMEI - CORDEIRINHO DE JESUS,URBANA,50023322,MUNICIPAL,
Campo Grande,EMEI - DOM ANTONIO BARBOSA,URBANA,50023209,MUNICIPAL,
Campo Grande,EMEI - ELEODES ESTEVAN,URBANA,50023403,MUNICIPAL,
Campo Grande,EMEI - ENGENHEIRO VALDEMIR CORREA DE RESENDE,URBANA,50029100,MUNICIPAL,
Campo Grande,EMEI - FELIPE SAFADI ALVES NOGUEIRA,URBANA,50032011,MUNICIPAL,
Campo Grande,EMEI - FLORIA BRITEZ DE EUGENIO,URBANA,50025856,MUNICIPAL,
Campo Grande,EMEI - GEORGINA RAMIRES DA SILVA,URBANA,50032623,MUNICIPAL,
Campo Grande,EMEI - IBER GOMES DE SA,URBANA,50026143,MUNICIPAL,
Campo Grande,EMEI - INDUBRASIL,URBANA,50025805,MUNICIPAL,
Campo Grande,EMEI - IPIRANGA,URBANA,50025988,MUNICIPAL,
Campo Grande,EMEI - IRMA JUDITH BANDERA,URBANA,50025813,MUNICIPAL,
Campo Grande,EMEI - IVONE CALARGE ZAHRAN,URBANA,50025929,MUNICIPAL,
Campo Grande,EMEI - JARDIM CARIOCA,URBANA,50029096,MUNICIPAL,
Campo Grande,EMEI - JASMIM IBRAHIM BACHA,URBANA,50025899,MUNICIPAL,
Campo Grande,EMEI - JOAO GARCIA DE CARVALHO FILHO,URBANA,50026038,MUNICIPAL,
Campo Grande,EMEI - JOSE CARLOS DE LIMA,URBANA,50032615,MUNICIPAL,
