MUNICÍPIO,ESCOLA,LOCALIZAÇÃO,CÓDIGO DO INEP,TIPO,
Rio Brilhante,C EDUC MUL EIEF CRIANCA ESPERANCA VI,URBANA,50031759,MUNICIPAL,
Rio Brilhante,C EDUC MUN CRIANCA ESPERANCA IV,URBANA,50026798,MUNICIPAL,
Rio Brilhante,CEI ANA PERES DA SILVA DONA NITA,URBANA,50031538,MUNICIPAL,
Rio Brilhante,CEI ELISA NANTES FLORES,URBANA,50059920,MUNICIPAL,
Rio Brilhante,CEI FREI EVERARDO KREMPER,URBANA,50022776,MUNICIPAL,
Rio Brilhante,CEI NOEMIA CORREA BARBOSA,URBANA,50033840,MUNICIPAL,
Rio Brilhante,CEI PREFEITO ILIE VIDAL,URBANA,50026780,MUNICIPAL,
Rio Brilhante,CEI PROF VERGILIO LESCANO,URBANA,50064843,MUNICIPAL,
Rio Brilhante,CEI PROFESSORA ABIGAIL MARTINS FAGUNDES DA MOTTA,URBANA,50033867,MUNICIPAL,
Rio Brilhante,CEI SONIA BORGES SILVEIRA,URBANA,50030876,MUNICIPAL,
Rio Brilhante,CEI VERA LINA BARBOSA CEOLIN,URBANA,50031740,MUNICIPAL,
Rio Brilhante,EM EUCLIDES DA CUNHA,URBANA,50019376,MUNICIPAL,
Rio Brilhante,EM RIO BRILHANTE,URBANA,50019279,MUNICIPAL,
Rio Brilhante,EM RURAL ARTUR TAVARES DE MELO,RURAL,50019244,MUNICIPAL,
Rio Brilhante,EMEIEF SAO JUDAS,RURAL,50031201,MUNICIPAL,
Rio Brilhante,ESCOLA MUNICIPAL PREFEITO SIRIO BORGES,URBANA,50019287,MUNICIPAL,
Rio Brilhante,ESCOLA MUNICIPAL SIDNEY COELHO NOGUEIRA,URBANA,50019309,MUNICIPAL,
Rio Negro,CEI DOLIRIA HERCULANO DINIZ - POLO,URBANA,50026542,MUNICIPAL,
Rio Negro,EM SAO FRANCISCO,URBANA,50009656,MUNICIPAL,
Rio Verde de Mato Grosso,CEI - HEITOR E HELOISA,URBANA,50033751,MUNICIPAL,
Rio Verde de Mato Grosso,CEI - NOSSA SENHORA AUXILIADORA,URBANA,50004280,MUNICIPAL,
Rio Verde de Mato Grosso,CEI - PEQUENO PRINCIPE,URBANA,50029304,MUNICIPAL,
Rio Verde de Mato Grosso,CEI VENANCIA GONCALVES FERREIRA,URBANA,50031937,MUNICIPAL,
Rio Verde de Mato Grosso,EM POLO AURELINO ATAIDE DE BRITO,URBANA,50004115,MUNICIPAL,
Rio Verde de Mato Grosso,EM POLO JOSE DUAILIBI,URBANA,50004204,MUNICIPAL,
Rio Verde de Mato Grosso,EM POLO MARIZA FERZELLI,URBANA,50004247,MUNICIPAL,
Rio Verde de Mato Grosso,ESCOLA MUNICIPAL CRESCENCIO DE ABREU,URBANA,50004140,MUNICIPAL,
Rio Verde de Mato Grosso,ESCOLA MUNICIPAL POLO DR CESAR GALVAO,URBANA,50004158,MUNICIPAL,
Rochedo,CEI PEQUENO APRENDIZ,URBANA,50045814,MUNICIPAL,
Rochedo,ESCOLA MUNICIPAL DOCE SABER,URBANA,50028359,MUNICIPAL,
Rochedo,ESCOLA MUNICIPAL POLO DO SABER,URBANA,50009796,MUNICIPAL,
Santa Rita do Pardo,CEI - RUTH SOILLET DE OLIVEIRA LIMA,URBANA,50029967,MUNICIPAL,
Santa Rita do Pardo,EM RAIMUNDO CANDIDO DE ARAUJO,URBANA,50025023,MUNICIPAL,
Santa Rita do Pardo,EMEI ANTONIO ARCANJO DOS SANTOS JUNIOR,URBANA,50025015,MUNICIPAL,
Santa Rita do Pardo,ESCOLA MUNICIPAL SANTA RITA DE CASSIA - POLO,RURAL,50022369,MUNICIPAL,
São Gabriel do Oeste,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ,URBANA,50031864,MUNICIPAL,
São Gabriel do Oeste,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JARDIM GRAMADO,URBANA,50024671,MUNICIPAL,
São Gabriel do Oeste,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MUNDO DA CRIANCA,URBANA,50024663,MUNICIPAL,
São Gabriel do Oeste,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PEQUENO CIDADAO,URBANA,50030540,MUNICIPAL,
São Gabriel do Oeste,ESCOLA MUNICIPAL ARMELINDO TONON,URBANA,50004409,MUNICIPAL,
São Gabriel do Oeste,ESCOLA MUNICIPAL ENIO CARLOS BORTOLINI,URBANA,50004417,MUNICIPAL,
São Gabriel do Oeste,ESCOLA MUNICIPAL NILMA GLORIA GERACE GAZINEU,URBANA,50004425,MUNICIPAL,
São Gabriel do Oeste,ESCOLA MUNICIPAL PINGO DE GENTE,URBANA,50004360,MUNICIPAL,
São Gabriel do Oeste,ESCOLA MUNICIPAL SENADOR FILINTO MULLER,RURAL,50004522,MUNICIPAL,
Selvíria,CEI - SELVIRIA ALEXANDRE,URBANA,50030752,MUNICIPAL,
Selvíria,EMEIEF JOAQUIM CAMARGO,URBANA,50011626,MUNICIPAL,
Selvíria,EMEIEF PROF NELSON DUARTE ROCHA,URBANA,50011634,MUNICIPAL,
Selvíria,ESCOLA MUNICIPAL RURAL SAO JOAQUIM POLO E EXTENSOES,RURAL,50022768,MUNICIPAL,
Sete Quedas,CENTRO EDUCACIONAL INFANTIL MEUS FILHOS,URBANA,50026526,MUNICIPAL,
Sete Quedas,CENTRO EDUCACIONAL INFANTIL PROFESSORA SOLIRIA,URBANA,50030019,MUNICIPAL,
Sete Quedas,EMPG JOAO ELOI - POLO,RURAL,50021729,MUNICIPAL,
Sete Quedas,ESCOLA MUNICIPAL INACIO DE CASTRO,URBANA,50030000,MUNICIPAL,
Sete Quedas,ESCOLA RURAL MUNICIPAL OSVALDO CRUZ - POLO,RURAL,50021680,MUNICIPAL,
Sidrolândia,CMEI - CANTINHO FELIZ,URBANA,50037803,MUNICIPAL,
Sidrolândia,CMEI - INES NUNES DOS SANTOS,URBANA,50009842,MUNICIPAL,
Sidrolândia,CMEI - IRMA DEMETRIA PEDROSA DE ALMEIDA,URBANA,50028448,MUNICIPAL,
Sidrolândia,CMEI - JOAO LEMES DE SOUZA,URBANA,50026968,MUNICIPAL,
Sidrolândia,CMEI - LAR DA CRIANCA,URBANA,50009834,MUNICIPAL,
Sidrolândia,CMEI - PROFª ELZA ALVES LEME,RURAL,50030086,MUNICIPAL,
Sidrolândia,CMEI - SONHO DE CRIANCA,URBANA,50031627,MUNICIPAL,
Sidrolândia,CMEI PROF MICHELLE MARIA CANEJO,URBANA,50060813,MUNICIPAL,
Sidrolândia,EM ARIANO SUASSUNA,RURAL,50032771,MUNICIPAL,
Sidrolândia,EM DARCY RIBEIRO-POLO,RURAL,50024892,MUNICIPAL,
Sidrolândia,EM DOMINGOS ALVES NANTES - POLO,RURAL,50009982,MUNICIPAL,
Sidrolândia,EM ELDORADO,RURAL,50044826,MUNICIPAL,
Sidrolândia,EM JOAO BATISTA,RURAL,50032780,MUNICIPAL,
Sidrolândia,EM LEONIDA LA ROSA BALBUENA,RURAL,50031619,MUNICIPAL,
Sidrolândia,EM MONTEIRO LOBATO,RURAL,50026976,MUNICIPAL,
Sidrolândia,EM OLINDA BRITO DE SOUZA,URBANA,50009923,MUNICIPAL,
Sidrolândia,EM PEDRO ALEIXO,URBANA,50009877,MUNICIPAL,
Sidrolândia,EM PORFIRIA LOPES DO NASCIMENTO,URBANA,50009885,MUNICIPAL,
Sidrolândia,EM PROFª NATALIA MORAES DE OLIVEIRA,URBANA,50009893,MUNICIPAL,
Sidrolândia,EM SAO PEDRO,RURAL,50030523,MUNICIPAL,
Sidrolândia,EM VALERIO CARLOS DA COSTA,URBANA,50009907,MUNICIPAL,
Sidrolândia,EMI CACIQUE ARMANDO GABRIEL - POLO,RURAL,50024183,MUNICIPAL,
Sidrolândia,ESCOLA MUNICIPAL INDIGENA CACIQUE JOAO BATISTA FIGUEIREDO,URBANA,50033352,MUNICIPAL,
Sonora,CMEI - LORENZO GIOBBI,URBANA,50027670,MUNICIPAL,
Sonora,CMEI - LUCIANO SAMURIO DA SILVA,URBANA,50044800,MUNICIPAL,
Sonora,CMEI - OSORIO VALEIS,URBANA,50033719,MUNICIPAL,
Sonora,CMEI - PAULO HENRIQUE ZANIN - POLO,URBANA,50029550,MUNICIPAL,
Sonora,EM FRANCESCO BATTISTA GIOBBI,URBANA,50004638,MUNICIPAL,
Sonora,EM IRMA ARALDI KOHL POLO E EXTENSAO SANTO ANTONIO,RURAL,50004646,MUNICIPAL,
Sonora,EM JOSE GUILHERME FARINON,URBANA,50039601,MUNICIPAL,
Sonora,EM LUIGI GAZZOLO,URBANA,50022652,MUNICIPAL,
Tacuru,CEI - CENTRO EDUCACIONAL INFANTIL SORRISO DA CRIANCA,URBANA,50026518,MUNICIPAL,
Tacuru,ESCOLA MUNICIPAL INDIGENA UBALDO ARANDU KWE-MI - POLO,RURAL,50029894,MUNICIPAL,
Tacuru,ESCOLA MUNICIPAL PROFESSORA CECILIA MUTSUMI HONDA PERECIN - POLO,URBANA,50021818,MUNICIPAL,
Tacuru,ESCOLA MUNICIPAL TOMASIA DE VARGAS,RURAL,50033050,MUNICIPAL,
Taquarussu,CEI - ESMERALDA CARVALHO CUNHA,URBANA,50026470,MUNICIPAL,
Taquarussu,EM IRENE LINDA ZIOLE CRIVEL,URBANA,50029541,MUNICIPAL,
Terenos,CMEI - PRO INFANCIA VITOR GLAGAU,URBANA,50032925,MUNICIPAL,
Terenos,CMEI - SANTA ANA,URBANA,50025635,MUNICIPAL,
Terenos,EM ALVARO LOPES,URBANA,50010042,MUNICIPAL,
Terenos,EM ANTONIO SANDIM DE REZENDE,RURAL,50010050,MUNICIPAL,
Terenos,EM ASSENTAMENTO CAMPO VERDE,RURAL,50010069,MUNICIPAL,
Terenos,EM ISABEL DE CAMPOS WIDAL RODRIGUES,RURAL,50029533,MUNICIPAL,
Terenos,EM JAMIC - POLO E EXTENSOES,RURAL,50010077,MUNICIPAL,
Terenos,EM SALUSTIANO DA MOTTA,RURAL,50031090,MUNICIPAL,
Terenos,EM VILMA FATIMA DE ASSIS BARRETO,RURAL,50032151,MUNICIPAL,
Terenos,ESCOLA MUNICIPAL ROSA IDALINA BRAGA BARBOZA,URBANA,50031082,MUNICIPAL,
Três Lagoas,C E I DIOGENES DE LIMA,URBANA,50012185,MUNICIPAL,
Três Lagoas,CEI - DONA DIVA GARCIA DE SOUZA,URBANA,50023799,MUNICIPAL,
Três Lagoas,CEI - GUANABARA,URBANA,50023772,MUNICIPAL,
Três Lagoas,CEI - JACI CAMBUI FERREIRA,URBANA,50027425,MUNICIPAL,
Três Lagoas,CEI - NILZA TEBET THOME,URBANA,50023810,MUNICIPAL,
Três Lagoas,CEI - NOSSA SENHORA APARECIDA,URBANA,50023829,MUNICIPAL,
Três Lagoas,CEI - NOVO ALVORADA,URBANA,50030965,MUNICIPAL,
Três Lagoas,CEI - OLGA SALATI MARCONDES,URBANA,50024787,MUNICIPAL,
Três Lagoas,CEI - PROF NEIFE DE SOUZA LIMA,URBANA,50031490,MUNICIPAL,
Três Lagoas,CEI - PROFª LILIAN MARCIA DIAS,URBANA,50039008,MUNICIPAL,
Três Lagoas,CEI - PROFª MARIA APARECIDA DO NASCIMENTO CASTRO,URBANA,50031481,MUNICIPAL,
Três Lagoas,CEI - SANTA LUZIA,URBANA,50023802,MUNICIPAL,
Três Lagoas,CEI INTERLAGOS,URBANA,50032020,MUNICIPAL,
Três Lagoas,CEI -PROF- MARONITA PEREIRA DOS SANTOS,URBANA,50030612,MUNICIPAL,
Três Lagoas,CENTRO DE EDUCACAO INFANTIL DONA CLEMENTINA CARRATO,URBANA,50036602,MUNICIPAL,
Três Lagoas,CENTRO DE EDUCACAO INFANTIL MASSUMI OTSUBO,URBANA,50029517,MUNICIPAL,
Três Lagoas,CENTRO DE EDUCACAO INFANTIL PROFESSORA CLARINDA DIAS CONCEICAO,URBANA,50036807,MUNICIPAL,
Três Lagoas,CENTRO DE EDUCACAOINFANTIL PROFª ANDREA MARTINEZ TABANEZ,URBANA,50033832,MUNICIPAL,
Três Lagoas,EM EUFROSINA PINTO,URBANA,50012193,MUNICIPAL,
Três Lagoas,EM FLAUSINA DE ASSUNCAO MARINHO,URBANA,50012207,MUNICIPAL,
Três Lagoas,EM GAL NELSON CUSTODIO DE OLIVEIRA,URBANA,50023780,MUNICIPAL,
Três Lagoas,EM GENTIL RODRIGUES MONTALVAO,URBANA,50012215,MUNICIPAL,
Três Lagoas,EM JOAQUIM MARQUES DE SOUZA,URBANA,50012231,MUNICIPAL,
Três Lagoas,EM OLYNTHO MANCINI,URBANA,50012240,MUNICIPAL,
Três Lagoas,EM PARQUE SAO CARLOS,URBANA,50012258,MUNICIPAL,
Três Lagoas,EM PRESIDENTE MEDICI,URBANA,50012266,MUNICIPAL,
Três Lagoas,EM PROF ELSON LOT RIGO,URBANA,50031350,MUNICIPAL,
Três Lagoas,EM PROF ODEIR ANTONIO DA SILVA,URBANA,50012290,MUNICIPAL,
Três Lagoas,EM PROF RAMEZ TEBET,URBANA,50040006,MUNICIPAL,
Três Lagoas,EM PROFª MARIA DE LOURDES LOPES,URBANA,50012274,MUNICIPAL,
Três Lagoas,EM PROFª MARIA EULALIA VIEIRA,URBANA,50012282,MUNICIPAL,
Três Lagoas,EM PROFª MARLENE NORONHA GONCALVES,URBANA,50072919,MUNICIPAL,
Três Lagoas,EM SEN FILINTO MULLER,URBANA,50012304,MUNICIPAL,
Três Lagoas,EMEC - ANTONIO CAMARGO GARCIA,RURAL,50038800,MUNICIPAL,
Três Lagoas,ESCOLA MUNICIPAL IRMA SCHEILLA,URBANA,50034154,MUNICIPAL,
Três Lagoas,ESCOLA MUNICIPAL JULIO FERNANDES COLINO,URBANA,50033360,MUNICIPAL,
Vicentina,CEI - ANTONIO ROBERTO DIAS,URBANA,50031830,MUNICIPAL,
Vicentina,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL ANTONIA ALVES FEITOSA,URBANA,50019406,MUNICIPAL,
Vicentina,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL JOSE DO PATROCINIO - POLO,RURAL,50019414,MUNICIPAL,
Água Clara,EE CHICO MENDES,URBANA,50027395,ESTADUAL,
Água Clara,EE MAL CASTELO BRANCO,URBANA,50011774,ESTADUAL,
Alcinópolis,EE PROFª ROMILDA COSTA CARNEIRO,URBANA,50002961,ESTADUAL,
Amambai,EE CEL FELIPE DE BRUM,URBANA,50015249,ESTADUAL,
Amambai,EE DOM AQUINO CORREA,URBANA,50015257,ESTADUAL,
Amambai,EE DR FERNANDO CORREA DA COSTA,URBANA,50015168,ESTADUAL,
Amambai,EE INDIGENA MBO EROY GUARANI KAIOWA,RURAL,50030370,ESTADUAL,
Amambai,EE VESPASIANO MARTINS,URBANA,50015176,ESTADUAL,
Anastácio,EE CARLOS DRUMMOND DE ANDRADE,URBANA,50001086,ESTADUAL,
Anastácio,EE DEP CARLOS SOUZA MEDEIROS,URBANA,50001094,ESTADUAL,
Anastácio,EE INDIGENA GUILHERMINA DA SILVA,URBANA,50029819,ESTADUAL,
Anastácio,EE MARIA CORREA DIAS,URBANA,50001116,ESTADUAL,
Anastácio,EE ROBERTO SCAFF,URBANA,50001108,ESTADUAL,
Anastácio,EE ROMALINO ALVES DE ALBRES,URBANA,50001124,ESTADUAL,
Anaurilândia,EE MARIA JOSE,URBANA,50012975,ESTADUAL,
Anaurilândia,EE PROF EZEQUIEL BALBINO,RURAL,50012550,ESTADUAL,
Angélica,EE DR JOSE MANOEL FONTANILLAS FRAGELLI,URBANA,50019503,ESTADUAL,
Angélica,EE LUIS VAZ DE CAMOES,RURAL,50019520,ESTADUAL,
Angélica,EE SEN FILINTO MULLER,URBANA,50019473,ESTADUAL,
Antônio João,EE ARAL MOREIRA,URBANA,50015281,ESTADUAL,
Antônio João,ESCOLA ESTADUAL PANTALEAO COELHO XAVIER,URBANA,50015290,ESTADUAL,
Aparecida do Taboado,EE ERNESTO RODRIGUES,URBANA,50011022,ESTADUAL,
Aparecida do Taboado,EE FREI VITAL DE GARIBALDI,URBANA,50011030,ESTADUAL,
Aparecida do Taboado,EE GEORGINA DE OLIVEIRA ROCHA,URBANA,50011049,ESTADUAL,
Aquidauana,CENTRO DE EDUCACAO PROFISSIONAL DE AQUIDAUANA GERALDO AFONSO GARCIA FERREIRA,RURAL,50001752,ESTADUAL,
Aquidauana,EE CANDIDO MARIANO,URBANA,50001655,ESTADUAL,
Aquidauana,EE CEL ANTONIO TRINDADE,URBANA,50001582,ESTADUAL,
Aquidauana,EE CEL JOSE ALVES RIBEIRO,URBANA,50001663,ESTADUAL,
Aquidauana,EE FELIPE ORRO,URBANA,50001590,ESTADUAL,
Aquidauana,EE INDIGENA DE EM PASCOAL LEITE DIAS,RURAL,50030396,ESTADUAL,
Aquidauana,EE INDIGENA DE EM PASTOR REGINALDO MIGUEL - HOYENO O,RURAL,50031112,ESTADUAL,
Aquidauana,EE INDIGENA DE EM PROF DOMINGOS V MARCOS - MIHIN,RURAL,50030400,ESTADUAL,
Aquidauana,EE MAL DEODORO DA FONSECA,URBANA,50021990,ESTADUAL,
Aquidauana,EE PROF ANTONIO SALUSTIO AREIAS,URBANA,50001825,ESTADUAL,
Aquidauana,EE PROF LUIZ MONGELLI,URBANA,50001833,ESTADUAL,
Aquidauana,EE PROFª DORIS MENDES TRINDADE,URBANA,50001698,ESTADUAL,
Aquidauana,EE PROFª MARLY RUSSO RODRIGUES,URBANA,50001671,ESTADUAL,
Aral Moreira,EE DR FERNANDO CORREA DA COSTA,URBANA,50015354,ESTADUAL,
Aral Moreira,EE EUFRAZIA FAGUNDES MARQUES,RURAL,50015362,ESTADUAL,
Aral Moreira,EE JOAO VITORINO MARQUES,URBANA,50015370,ESTADUAL,
Bandeirantes,EE ERNESTO SOLON BORGES,URBANA,50004700,ESTADUAL,
Bandeirantes,EE JOAO RIBEIRO GUIMARAES,URBANA,50004719,ESTADUAL,
Bataguassu,EE MANOEL DA COSTA LIMA,URBANA,50013025,ESTADUAL,
Bataguassu,EE PERI MARTINS,URBANA,50013033,ESTADUAL,
Bataguassu,EE PROF BRAZ SINIGAGLIA,URBANA,50013050,ESTADUAL,
Bataguassu,EE PROF LADISLAU DEAK FILHO,RURAL,50013149,ESTADUAL,
Bataguassu,EE PROF LUIZ ALBERTO ABRAHAM,URBANA,50024019,ESTADUAL,
Batayporã,EE BRAZ SINIGAGLIA,URBANA,50013181,ESTADUAL,
Batayporã,EE JAN ANTONIN BATA,URBANA,50013190,ESTADUAL,
Bela Vista,EE CASTELO BRANCO,URBANA,50013890,ESTADUAL,
Bela Vista,EE DR JOAQUIM MURTINHO,URBANA,50013904,ESTADUAL,
Bela Vista,EE ESTER SILVA,URBANA,50013912,ESTADUAL,
Bela Vista,EE PROFª VERA GUIMARAES LOUREIRO,URBANA,50014048,ESTADUAL,
Bodoquena,EE JOAO PEDRO PEDROSSIAN,URBANA,50014110,ESTADUAL,
Bodoquena,EE JOAQUIM MARIO BONFIM,URBANA,50014102,ESTADUAL,
Bonito,EE BONIFACIO CAMARGO GOMES,URBANA,50014200,ESTADUAL,
Bonito,EE LUIZ DA COSTA FALCAO,URBANA,50014196,ESTADUAL,
Brasilândia,EE ADILSON ALVES DA SILVA,URBANA,50011847,ESTADUAL,
Brasilândia,EE DEBRASA,RURAL,50011910,ESTADUAL,
Caarapó,EE ARCENIO ROJAS,URBANA,50015486,ESTADUAL,
Caarapó,EE FREI JOAO DAMASCENO,RURAL,50015583,ESTADUAL,
Caarapó,EE INDIGENA DE EM YVY POTY,RURAL,50030884,ESTADUAL,
Caarapó,EE PADRE JOSE DE ANCHIETA,RURAL,50015567,ESTADUAL,
Caarapó,EE PROF JOAQUIM ALFREDO SOARES VIANNA,URBANA,50015478,ESTADUAL,
Caarapó,EE PROFª CLEUZA APARECIDA VARGAS GALHARDO,URBANA,50015460,ESTADUAL,
Caarapó,EE TEN AVIADOR ANTONIO JOAO,URBANA,50015451,ESTADUAL,
Camapuã,C EST DE EDUC PROFIS MARCIO ELIAS NERY,URBANA,50031961,ESTADUAL,
Camapuã,EE ABADIA FAUSTINO INACIO,URBANA,50003089,ESTADUAL,
Camapuã,EE CAMILO BONFIM,URBANA,50003097,ESTADUAL,
Camapuã,EE JOAQUIM MALAQUIAS DA SILVA,RURAL,50022040,ESTADUAL,
Camapuã,EE MIGUEL SUTIL,URBANA,50003100,ESTADUAL,
Campo Grande,C EST ATEND AO DEF DA AUDIOCOMUNICACAO,URBANA,50005111,ESTADUAL,
Campo Grande,CEAMETEA-CENTRO ESTADUAL DE APOIO MULTIDISCIPLINAR EDUCACIONAL,URBANA,50033344,ESTADUAL,
Campo Grande,CEEP PROFª MARIA DE LOURDES WIDAL ROMA,URBANA,50006126,ESTADUAL,
Campo Grande,CEI - DETRAN-MS,URBANA,50026909,ESTADUAL,
Campo Grande,CEI- JOSE EDUARDO MARTINS JALLAD - ZEDU,URBANA,50005588,ESTADUAL,
Campo Grande,CENTRO DE APOIO PEDAGOGICO AO DEFICIENTE VISUAL - CAP-DV-MS,URBANA,50033069,ESTADUAL,
Campo Grande,CENTRO DE CAPACITACAO DE PROFISSIONAIS DA EDUCACAO E DE ATENDIMENTO AS PESSOAS COM SURDEZ - CAS,URBANA,50031287,ESTADUAL,
Campo Grande,CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFª IGNES DE LAMONICA GUIMARAES - CEEJA-MS,URBANA,50005340,ESTADUAL,
Campo Grande,CENTRO DE EDUCACAO PROFISSIONAL EZEQUIEL FERREIRA LIMA - CEPEF,URBANA,50030272,ESTADUAL,
Campo Grande,CENTRO ESTADUAL DE ATENDIMENTO MULTIDISCIPLINAR PARA ALTAS HABILIDADES SUPERDOTACAO-CEAMAHS,URBANA,50033433,ESTADUAL,
Campo Grande,CENTRO ESTADUAL DE EDUCACAO ESPECIAL E INCLUSIVA,URBANA,50031295,ESTADUAL,
Campo Grande,CENTRO ESTADUAL DE FORMACAO DE PROFESSORES INDIGENAS DE MS,URBANA,50034600,ESTADUAL,
Campo Grande,CRECHE IRMA IRMA ZORZI,URBANA,50026658,ESTADUAL,
Campo Grande,EE 11 DE OUTUBRO,URBANA,50006355,ESTADUAL,
Campo Grande,EE 26 DE AGOSTO,URBANA,50006363,ESTADUAL,
Campo Grande,EE ADVENTOR DIVINO DE ALMEIDA,URBANA,50006371,ESTADUAL,
Campo Grande,EE ADVOGADO DEMOSTHENES MARTINS,URBANA,50005723,ESTADUAL,
Campo Grande,EE AMANDO DE OLIVEIRA,URBANA,50006380,ESTADUAL,
Campo Grande,EE AMELIO DE CARVALHO BAIS,URBANA,50005901,ESTADUAL,
Campo Grande,EE ANTONIO DELFINO PEREIRA E C CULT ED TIA EVA,URBANA,50006290,ESTADUAL,
Campo Grande,EE ARACY EUDOCIAK,URBANA,50005731,ESTADUAL,
Campo Grande,EE ARLINDO DE ANDRADE GOMES,URBANA,50005910,ESTADUAL,
Campo Grande,EE ARLINDO DE SAMPAIO JORGE,URBANA,50006398,ESTADUAL,
Campo Grande,EE BLANCHE DOS SANTOS PEREIRA,URBANA,50005928,ESTADUAL,
Campo Grande,EE CORACAO DE MARIA,URBANA,50006274,ESTADUAL,
Campo Grande,EE DOLOR FERREIRA DE ANDRADE,URBANA,50005936,ESTADUAL,
Campo Grande,EE DONA CONSUELO MULLER,URBANA,50005944,ESTADUAL,
Campo Grande,EE DR ARTHUR DE VASCONCELLOS DIAS,URBANA,50005952,ESTADUAL,
Campo Grande,EE ELVIRA MATHIAS DE OLIVEIRA,URBANA,50005740,ESTADUAL,
Campo Grande,EE GAL MALAN,URBANA,50006282,ESTADUAL,
Campo Grande,EE HERCULES MAYMONE,URBANA,50006509,ESTADUAL,
Campo Grande,EE JOAO CARLOS FLORES,URBANA,50005758,ESTADUAL,
Campo Grande,EE JOAQUIM MURTINHO,URBANA,50006410,ESTADUAL,
Campo Grande,EE JOSE ANTONIO PEREIRA,URBANA,50022997,ESTADUAL,
Campo Grande,EE JOSE BARBOSA RODRIGUES,URBANA,50005979,ESTADUAL,
Campo Grande,EE JOSE FERREIRA BARBOSA,URBANA,50005766,ESTADUAL,
Campo Grande,EE JOSE MAMEDE DE AQUINO,URBANA,50005987,ESTADUAL,
Campo Grande,EE JOSE MARIA HUGO RODRIGUES,URBANA,50005995,ESTADUAL,
Campo Grande,EE LUCIA MARTINS COELHO,URBANA,50006010,ESTADUAL,
Campo Grande,EE LUISA VIDAL BORGES DANIEL,URBANA,50005774,ESTADUAL,
Campo Grande,EE MAESTRO FREDERICO LIEBERMANN,URBANA,50006029,ESTADUAL,
Campo Grande,EE MAESTRO HEITOR VILLA LOBOS,URBANA,50006037,ESTADUAL,
Campo Grande,EE MANOEL BONIFACIO NUNES DA CUNHA,URBANA,50006436,ESTADUAL,
Campo Grande,EE MARCAL DE SOUZA TUPA-Y,URBANA,50005782,ESTADUAL,
Campo Grande,EE MARIA CONSTANCA BARROS MACHADO,URBANA,50006444,ESTADUAL,
Campo Grande,EE MARIA ELIZA BOCAYUVA CORREA DA COSTA,URBANA,50006045,ESTADUAL,
Campo Grande,EE NICOLAU FRAGELLI,URBANA,50006304,ESTADUAL,
Campo Grande,EE OLINDA CONCEICAO TEIXEIRA BACHA,URBANA,50006452,ESTADUAL,
Campo Grande,EE ORCIRIO THIAGO DE OLIVEIRA,URBANA,50006312,ESTADUAL,
Campo Grande,EE PADRE FRANCO DELPIANO,URBANA,50005804,ESTADUAL,
Campo Grande,EE PADRE JOSE SCAMPINI,URBANA,50006460,ESTADUAL,
Campo Grande,EE PADRE MARIO BLANDINO,URBANA,50006061,ESTADUAL,
Campo Grande,EE PE JOAO GREINER,URBANA,50006053,ESTADUAL,
Campo Grande,EE POLO FRANCISCO CANDIDO DE REZENDE,RURAL,50029827,ESTADUAL,
Campo Grande,EE POLO PROFª REGINA LUCIA ANFFE NUNES BETINE,URBANA,50029371,ESTADUAL,
Campo Grande,EE PROF CARLOS HENRIQUE SCHRADER,URBANA,50005820,ESTADUAL,
Campo Grande,EE PROF EMYGDIO CAMPOS WIDAL,URBANA,50006100,ESTADUAL,
Campo Grande,EE PROF HENRIQUE CIRYLLO CORREA,URBANA,50005880,ESTADUAL,
Campo Grande,EE PROF OTAVIANO GONCALVES DA SILVEIRA JUNIOR,URBANA,50006150,ESTADUAL,
Campo Grande,EE PROF SEVERINO DE QUEIROZ,URBANA,50006169,ESTADUAL,
Campo Grande,EE PROF ULISSES SERRA,URBANA,50006185,ESTADUAL,
Campo Grande,EE PROFª ADA TEIXEIRA DOS SANTOS PEREIRA,URBANA,50005812,ESTADUAL,
Campo Grande,EE PROFª ALICE NUNES ZAMPIERE,URBANA,50006088,ESTADUAL,
Campo Grande,EE PROFª BRASILINA FERRAZ MANTERO,URBANA,50006207,ESTADUAL,
Campo Grande,EE PROFª CELIA MARIA NAGLIS,URBANA,50006096,ESTADUAL,
Campo Grande,EE PROFª CLARINDA MENDES DE AQUINO,URBANA,50028880,ESTADUAL,
Campo Grande,EE PROFª DELMIRA RAMOS DOS SANTOS,URBANA,50006479,ESTADUAL,
Campo Grande,EE PROFª ELIA FRANCA CARDOSO,URBANA,50005871,ESTADUAL,
Campo Grande,EE PROFª FAUSTA GARCIA BUENO,URBANA,50006320,ESTADUAL,
Campo Grande,EE PROFª HILDA DE SOUZA FERREIRA,URBANA,50005847,ESTADUAL,
Campo Grande,EE PROFª IZAURA HIGA,URBANA,50006070,ESTADUAL,
Campo Grande,EE PROFª JOELINA DE ALMEIDA XAVIER,URBANA,50005855,ESTADUAL,
