"MUNICÍPIO","ZONA","CÓDIGO DO INEP","UNIDADE ESCOLAR","TIPO"
"Campo Grande","RURAL","50024507","EM AGRICOLA GOV ARNALDO ESTEVAO DE FIGUEIREDO","MUNICIPAL"
"Campo Grande","URBANA","50008862","EM ANTONIO JOSE PANIAGO","MUNICIPAL"
"Campo Grande","URBANA","50007300","EM BERNARDO FRANCO BAIS","MUNICIPAL"
"Campo Grande","URBANA","50006525","EM CARLOS VILHALVA CRISTALDO","MUNICIPAL"
"Campo Grande","URBANA","50006533","EM CEL ANTONINO","MUNICIPAL"
"Campo Grande","URBANA","50006541","EM CEL SEBASTIAO LIMA","MUNICIPAL"
"Campo Grande","URBANA","50031422","EM CELINA MARTINS JALLAD","MUNICIPAL"
"Campo Grande","URBANA","50027417","EM CONSULESA MARGARIDA MAKSOUD TRAD","MUNICIPAL"
"Campo Grande","RURAL","50006959","EM DARTHESY NOVAES CAMINHA","MUNICIPAL"
"Campo Grande","URBANA","50024833","EM DES CARLOS GARCIA DE QUEIROZ","MUNICIPAL"
"Campo Grande","URBANA","50007319","EM DOMINGOS GONCALVES GOMES","MUNICIPAL"
"Campo Grande","URBANA","50006975","EM DR EDUARDO OLIMPIO MACHADO","MUNICIPAL"
"Campo Grande","URBANA","50027409","EM DR PLINIO BARBOSA MARTINS","MUNICIPAL"
"Campo Grande","URBANA","50006550","EM DR TERTULIANO MEIRELLES","MUNICIPAL"
"Campo Grande","URBANA","50028332","EM ELIZIO RAMIREZ VIEIRA","MUNICIPAL"
"Campo Grande","URBANA","50024825","EM ELPIDIO REIS","MUNICIPAL"
"Campo Grande","URBANA","50006568","EM ETALIVIO PEREIRA MARTINS","MUNICIPAL"
"Campo Grande","URBANA","50006789","EM FREDERICO SOARES","MUNICIPAL"
"Campo Grande","URBANA","50007033","EM GERALDO CASTELO","MUNICIPAL"
"Campo Grande","URBANA","50006797","EM GOV HARRY AMORIM COSTA","MUNICIPAL"
"Campo Grande","URBANA","50006576","EM IMACULADA CONCEICAO","MUNICIPAL"
"Campo Grande","URBANA","50028340","EM IRENE SZUKALA","MUNICIPAL"
"Campo Grande","URBANA","50007041","EM IRMA EDITH COELHO NETTO","MUNICIPAL"
"Campo Grande","URBANA","50023292","EM IRMA IRMA ZORZI","MUNICIPAL"
"Campo Grande","RURAL","50009249","EM ISAURO BENTO NOGUEIRA","MUNICIPAL"
"Campo Grande","URBANA","50006584","EM JOAO DE PAULA RIBEIRO","MUNICIPAL"
"Campo Grande","URBANA","50006800","EM JOAO EVANGELISTA VIEIRA DE ALMEIDA","MUNICIPAL"
"Campo Grande","URBANA","50006592","EM JOAO NEPOMUCENO","MUNICIPAL"
"Campo Grande","RURAL","50007050","EM JOSE DO PATROCINIO","MUNICIPAL"
"Campo Grande","URBANA","50006606","EM JOSE DORILEO DE PINA","MUNICIPAL"
"Campo Grande","URBANA","50072846","EM JOSE MAURO MESSIAS DA SILVA - POETA DAS MORENINHAS","MUNICIPAL"
"Campo Grande","URBANA","50006614","EM JOSE RODRIGUES BENFICA","MUNICIPAL"
"Campo Grande","URBANA","50006622","EM KAME ADANIA","MUNICIPAL"
"Campo Grande","RURAL","50007076","EM LEOVEGILDO DE MELO","MUNICIPAL"
"Campo Grande","URBANA","50007092","EM MAESTRO JOAO CORREA RIBEIRO","MUNICIPAL"
"Campo Grande","URBANA","50007106","EM MAJOR AVIADOR Y - JUCA PIRAMA DE ALMEIDA","MUNICIPAL"
"Campo Grande","RURAL","50072854","EM MANOEL GONCALVES MARTINS","MUNICIPAL"
"Campo Grande","URBANA","50026887","EM NAGEN JORGE SAAD","MUNICIPAL"
"Campo Grande","URBANA","50024795","EM NAZIRA ANACHE","MUNICIPAL"
"Campo Grande","URBANA","50031058","EM NERONE MAIOLINO","MUNICIPAL"
"Campo Grande","RURAL","50022849","EM OITO DE DEZEMBRO","MUNICIPAL"
"Campo Grande","RURAL","50007149","EM ORLANDINA OLIVEIRA LIMA","MUNICIPAL"
"Campo Grande","URBANA","50072927","EM OSVALDO CRUZ","MUNICIPAL"
"Campo Grande","URBANA","50006827","EM PADRE HEITOR CASTOLDI","MUNICIPAL"
"Campo Grande","URBANA","50006819","EM PADRE JOSE DE ANCHIETA","MUNICIPAL"
"Campo Grande","URBANA","50007165","EM PADRE JOSE VALENTIM","MUNICIPAL"
"Campo Grande","URBANA","50024809","EM PADRE TOMAZ GHIRARDELLI","MUNICIPAL"
"Campo Grande","URBANA","50006630","EM PREF MANOEL INACIO DE SOUZA","MUNICIPAL"
"Campo Grande","URBANA","50006835","EM PROF ALCIDIO PIMENTEL","MUNICIPAL"
"Campo Grande","URBANA","50008714","EM PROF ALDO DE QUEIROZ","MUNICIPAL"
"Campo Grande","URBANA","50007181","EM PROF ANTONIO LOPES LINS","MUNICIPAL"
"Campo Grande","URBANA","50031040","EM PROF ARASSUAY GOMES DE CASTRO","MUNICIPAL"
"Campo Grande","URBANA","50006657","EM PROF ARLINDO LIMA","MUNICIPAL"
"Campo Grande","URBANA","50006690","EM PROF ERNESTO GARCIA DE ARAUJO","MUNICIPAL"
"Campo Grande","URBANA","50025724","EM PROF FAUZE SCAFF GATTASS FILHO","MUNICIPAL"
"Campo Grande","URBANA","50007220","EM PROF HERCULES MAYMONE","MUNICIPAL"
"Campo Grande","URBANA","50008803","EM PROF JOAO CANDIDO DE SOUZA","MUNICIPAL"
"Campo Grande","URBANA","50031031","EM PROF JOSE DE SOUZA","MUNICIPAL"
"Campo Grande","URBANA","50006843","EM PROF LICURGO DE OLIVEIRA BASTOS","MUNICIPAL"
"Campo Grande","URBANA","50023152","EM PROF LUIS ANTONIO DE SA CARVALHO","MUNICIPAL"
"Campo Grande","URBANA","50007246","EM PROF LUIZ CAVALLON","MUNICIPAL"
"Campo Grande","URBANA","50006860","EM PROF MUCIO TEIXEIRA JR","MUNICIPAL"
"Campo Grande","URBANA","50006878","EM PROF NAGIB RASLAN","MUNICIPAL"
"Campo Grande","URBANA","50007254","EM PROF NELSON DE SOUZA PINHEIRO","MUNICIPAL"
"Campo Grande","URBANA","50007327","EM PROF PLINIO MENDES DOS SANTOS","MUNICIPAL"
"Campo Grande","URBANA","50024647","EM PROF VANDERLEI ROSA DE OLIVEIRA","MUNICIPAL"
"Campo Grande","URBANA","50007270","EM PROF VIRGILIO ALVES DE CAMPOS","MUNICIPAL"
"Campo Grande","URBANA","50023179","EM PROF WILSON TAVEIRA ROSALINO","MUNICIPAL"
"Campo Grande","URBANA","50006649","EM PROFª ADAIR DE OLIVEIRA","MUNICIPAL"
"Campo Grande","URBANA","50059890","EM PROFª ANA LUCIA DE OLIVEIRA BATISTA","MUNICIPAL"
"Campo Grande","URBANA","50029118","EM PROFª ARLENE MARQUES ALMEIDA","MUNICIPAL"
"Campo Grande","URBANA","50006665","EM PROFª BRIGIDA FERRAZ FOSS","MUNICIPAL"
"Campo Grande","URBANA","50006673","EM PROFª DANDA NUNES","MUNICIPAL"
"Campo Grande","URBANA","50006681","EM PROFª ELIZABEL MARIA GOMES SALLES","MUNICIPAL"
"Campo Grande","URBANA","50006703","EM PROFª EULALIA NETO LESSA","MUNICIPAL"
"Campo Grande","URBANA","50023144","EM PROFª FLORA GUIMARAES ROSA PIRES","MUNICIPAL"
"Campo Grande","URBANA","50007211","EM PROFª GONCALINA FAUSTINA DE OLIVEIRA","MUNICIPAL"
"Campo Grande","URBANA","50025716","EM PROFª IONE CATARINA GIANOTTI IGYDIO","MUNICIPAL"
"Campo Grande","URBANA","50007335","EM PROFª IRACEMA DE SOUZA MENDONCA","MUNICIPAL"
"Campo Grande","URBANA","50059904","EM PROFª IRACEMA MARIA VICENTE","MUNICIPAL"
"Campo Grande","URBANA","50006738","EM PROFª LEIRE PIMENTEL DE CARVALHO CORREA","MUNICIPAL"
"Campo Grande","URBANA","50007238","EM PROFª LENITA DE SENA NACHIF","MUNICIPAL"
"Campo Grande","URBANA","50006851","EM PROFª MARIA LUCIA PASSARELLI","MUNICIPAL"
"Campo Grande","URBANA","50006746","EM PROFª MARIA TEREZA RODRIGUES","MUNICIPAL"
"Campo Grande","URBANA","50006754","EM PROFª MARINA COUTO FORTES","MUNICIPAL"
"Campo Grande","URBANA","50006762","EM PROFª OLIVA ENCISO","MUNICIPAL"
"Campo Grande","URBANA","50024817","EM PROFª ONEIDA RAMOS","MUNICIPAL"
"Campo Grande","URBANA","50034030","EM PROFESSORA MARIA REGINA DE VASCONCELOS GALVAO","MUNICIPAL"
"Campo Grande","URBANA","50024523","EM RAFAELA ABRAO","MUNICIPAL"
"Campo Grande","URBANA","50006770","EM SANTOS DUMONT","MUNICIPAL"
"Campo Grande","URBANA","50072862","EM SENADOR RACHID SALDANHA DERZI","MUNICIPAL"
"Campo Grande","URBANA","50025708","EM SULIVAN SILVESTRE OLIVEIRA - TUMUNE KALIVONO - CRIANCA DE FUTURO","MUNICIPAL"
"Campo Grande","URBANA","50023160","EM VALDETE ROSA DA SILVA","MUNICIPAL"
"Campo Grande","URBANA","50026194","EMEI - AERO RANCHO","MUNICIPAL"
"Campo Grande","URBANA","50025848","EMEI - ALOINA DE OLIVEIRA SOARES","MUNICIPAL"
"Campo Grande","URBANA","50023420","EMEI - ANTONIO MARIO GONCALVES DA SILVA","MUNICIPAL"
"Campo Grande","URBANA","50025910","EMEI - ANTONIO RUSTIANO FERNANDES","MUNICIPAL"
"Campo Grande","URBANA","50026011","EMEI - ATHENAS SA CARVALHO","MUNICIPAL"
"Campo Grande","URBANA","50026100","EMEI - BASE AEREA","MUNICIPAL"
"Campo Grande","URBANA","50023365","EMEI - BEM TE VI","MUNICIPAL"
"Campo Grande","URBANA","50026070","EMEI - BOTAFOGO","MUNICIPAL"
"Campo Grande","URBANA","50026178","EMEI - CAMPO VERDE","MUNICIPAL"
"Campo Grande","URBANA","50059912","EMEI - CARLOS NEI DA SILVA","MUNICIPAL"
"Campo Grande","URBANA","50026160","EMEI - CLAUDIO MARCOS MANCINI","MUNICIPAL"
"Campo Grande","URBANA","50026186","EMEI - CLEBE BRAZIL FERREIRA","MUNICIPAL"
"Campo Grande","URBANA","50025961","EMEI - CLEOMAR BAPTISTA DOS SANTOS","MUNICIPAL"
"Campo Grande","URBANA","50029398","EMEI - CLOTILDE CHAIA","MUNICIPAL"
"Campo Grande","URBANA","50026127","EMEI - CONJUNTO UNIAO","MUNICIPAL"
"Campo Grande","URBANA","50076817","EMEI - CONSTANCA CORREA DE ALMEIDA SERRA","MUNICIPAL"
"Campo Grande","URBANA","50023322","EMEI - CORDEIRINHO DE JESUS","MUNICIPAL"
"Campo Grande","URBANA","50023209","EMEI - DOM ANTONIO BARBOSA","MUNICIPAL"
"Campo Grande","URBANA","50023403","EMEI - ELEODES ESTEVAN","MUNICIPAL"
"Campo Grande","URBANA","50029100","EMEI - ENGENHEIRO VALDEMIR CORREA DE RESENDE","MUNICIPAL"
"Campo Grande","URBANA","50032011","EMEI - FELIPE SAFADI ALVES NOGUEIRA","MUNICIPAL"
"Campo Grande","URBANA","50025856","EMEI - FLORIA BRITEZ DE EUGENIO","MUNICIPAL"
"Campo Grande","URBANA","50032623","EMEI - GEORGINA RAMIRES DA SILVA","MUNICIPAL"
"Campo Grande","URBANA","50026143","EMEI - IBER GOMES DE SA","MUNICIPAL"
"Campo Grande","URBANA","50025805","EMEI - INDUBRASIL","MUNICIPAL"
"Campo Grande","URBANA","50025988","EMEI - IPIRANGA","MUNICIPAL"
"Campo Grande","URBANA","50025813","EMEI - IRMA JUDITH BANDERA","MUNICIPAL"
"Campo Grande","URBANA","50025929","EMEI - IVONE CALARGE ZAHRAN","MUNICIPAL"
"Campo Grande","URBANA","50029096","EMEI - JARDIM CARIOCA","MUNICIPAL"
"Campo Grande","URBANA","50025899","EMEI - JASMIM IBRAHIM BACHA","MUNICIPAL"
"Campo Grande","URBANA","50026038","EMEI - JOAO GARCIA DE CARVALHO FILHO","MUNICIPAL"
"Campo Grande","URBANA","50032615","EMEI - JOSE CARLOS DE LIMA","MUNICIPAL"
"Campo Grande","URBANA","50023268","EMEI - JOSE MORESCHI","MUNICIPAL"
"Campo Grande","URBANA","50032739","EMEI - JURACY GALVAO OLIVEIRA","MUNICIPAL"
"Campo Grande","URBANA","50041606","EMEI - LAFAYETE CAMARA DE OLIVEIRA","MUNICIPAL"
"Campo Grande","URBANA","50025937","EMEI - LAGEADO","MUNICIPAL"
"Campo Grande","URBANA","50023195","EMEI - LAR DE SHEILA","MUNICIPAL"
"Campo Grande","URBANA","50023314","EMEI - LAURA DE VICUNA","MUNICIPAL"
"Campo Grande","URBANA","50025880","EMEI - LUCIA ANGELA DE CASTRO COSTA","MUNICIPAL"
"Campo Grande","URBANA","50025902","EMEI - LUIZ CARLOS SOBRAL PETTENGILL","MUNICIPAL"
"Campo Grande","URBANA","50027549","EMEI - MARCO ANTONIO SANTULLO","MUNICIPAL"
"Campo Grande","URBANA","50041800","EMEI - MARIA CARLOTA TIBAU DE VASCONCELOS","MUNICIPAL"
"Campo Grande","URBANA","50026062","EMEI - MARIA CRISTINA OCARIZ DE BARROS","MUNICIPAL"
"Campo Grande","URBANA","50025864","EMEI - MARIA DE LOURDES VIEIRA CASTOLDI","MUNICIPAL"
"Campo Grande","URBANA","50032003","EMEI - MARIA DULCE PRATA CANCADO","MUNICIPAL"
"Campo Grande","URBANA","50025996","EMEI - MARIA EDWIGES DE ALBUQUERQUE BORGES","MUNICIPAL"
"Campo Grande","URBANA","50041215","EMEI - MARIA OLIVEIRA LIMA","MUNICIPAL"
"Campo Grande","URBANA","50030671","EMEI - MARTA GUARANI","MUNICIPAL"
"Campo Grande","URBANA","50026097","EMEI - MARY SADALLA SAAD","MUNICIPAL"
"Campo Grande","URBANA","50021842","EMEI - MENINO JESUS DE PRAGA","MUNICIPAL"
"Campo Grande","URBANA","50026089","EMEI - MICHEL SCAFF","MUNICIPAL"
"Campo Grande","URBANA","50031503","EMEI - MICHELE REGINA LOCATELLI","MUNICIPAL"
"Campo Grande","URBANA","50026020","EMEI - NEIDA GORDIN FREIRE","MUNICIPAL"
"Campo Grande","URBANA","50023047","EMEI - NOSSA SENHORA AUXILIADORA","MUNICIPAL"
"Campo Grande","URBANA","50023039","EMEI - NOSSA SENHORA DE FATIMA","MUNICIPAL"
"Campo Grande","URBANA","50023438","EMEI - O BOM PASTOR","MUNICIPAL"
"Campo Grande","URBANA","50026208","EMEI - ODETE TRINDADE BENITES","MUNICIPAL"
"Campo Grande","URBANA","50025872","EMEI - OLINDA TOSHIMI NISHIO NASSU","MUNICIPAL"
"Campo Grande","URBANA","50023306","EMEI - PARAISO INFANTIL","MUNICIPAL"
"Campo Grande","URBANA","50029061","EMEI - PASCOALA VERA RIOS","MUNICIPAL"
"Campo Grande","URBANA","50025970","EMEI - PAULO SIUFI","MUNICIPAL"
"Campo Grande","URBANA","50026054","EMEI - PIRATININGA","MUNICIPAL"
"Campo Grande","URBANA","50059874","EMEI - PROF EDISON DA SILVA","MUNICIPAL"
"Campo Grande","URBANA","50033964","EMEI - PROF ELOY SOUZA DA COSTA","MUNICIPAL"
"Campo Grande","URBANA","50034308","EMEI - PROF ELZA FRANCISCA DE SOUZA MACIEL","MUNICIPAL"
"Campo Grande","URBANA","50030248","EMEI - PROF LAURA RODRIGUES DE OLIVEIRA","MUNICIPAL"
"Campo Grande","URBANA","50026046","EMEI - PROF OSVALDO MACIEL DE OLIVEIRA","MUNICIPAL"
"Campo Grande","URBANA","50029380","EMEI - PROF VALDOMIRO ALVES GONCALVES","MUNICIPAL"
"Campo Grande","URBANA","50077813","EMEI - PROFª ADRIANA NOGUEIRA BORGES","MUNICIPAL"
"Campo Grande","URBANA","50041207","EMEI - RAMZA BEDOGLIN DOMINGOS","MUNICIPAL"
"Campo Grande","URBANA","50059866","EMEI - REGINA VITORAZZI SEBBEN","MUNICIPAL"
"Campo Grande","URBANA","50059882","EMEI - SANDRA MARA GOBBO","MUNICIPAL"
"Campo Grande","URBANA","50023276","EMEI - SANTA BARBARA","MUNICIPAL"
"Campo Grande","URBANA","50023063","EMEI - SANTA EDWIRGES","MUNICIPAL"
"Campo Grande","URBANA","50032631","EMEI - SANTA EMILIA","MUNICIPAL"
"Campo Grande","URBANA","50023284","EMEI - SANTA TEREZINHA","MUNICIPAL"
"Campo Grande","URBANA","50023080","EMEI - SAO JOSE","MUNICIPAL"
"Campo Grande","URBANA","50025821","EMEI - SERRADINHO","MUNICIPAL"
"Campo Grande","URBANA","50030230","EMEI - SONIA HELENA BALDO BERNARDO DOS SANTOS","MUNICIPAL"
"Campo Grande","URBANA","50029584","EMEI - TIA EVA","MUNICIPAL"
"Campo Grande","URBANA","50023055","EMEI - TUPINAMBAS","MUNICIPAL"
"Campo Grande","URBANA","50032593","EMEI - VARANDAS DO CAMPO","MUNICIPAL"
"Campo Grande","URBANA","50025945","EMEI - VERA ALBA CONGRO BASTOS","MUNICIPAL"
"Campo Grande","URBANA","50025953","EMEI - VILA NASSER","MUNICIPAL"
"Campo Grande","URBANA","50026216","EMEI - VO FINA","MUNICIPAL"
"Campo Grande","URBANA","50026224","EMEI - ZACARIAS VIEIRA DE ANDRADE","MUNICIPAL"
"Campo Grande","URBANA","50026151","EMEI- ALBA LUCIA SPENGLER DOS SANTOS PEREIRA","MUNICIPAL"
"Campo Grande","URBANA","50023187","EMEI- CORACAO DE MARIA","MUNICIPAL"
"Campo Grande","URBANA","50023071","EMEI CRISTO E VIDA","MUNICIPAL"
"Campo Grande","URBANA","50029088","EMEI JOANA MENDES DOS SANTOS","MUNICIPAL"
"Campo Grande","URBANA","50030221","EMEI- JOSE RAMAO CANTERO","MUNICIPAL"
"Campo Grande","URBANA","50026119","EMEI- MARCOS ROBERTO","MUNICIPAL"
"Campo Grande","URBANA","50032585","EMEI- NILDA DE ALMEIDA COELHO","MUNICIPAL"
"Campo Grande","URBANA","50026895","EMEI NOVOS ESTADOS","MUNICIPAL"
"Campo Grande","URBANA","50025830","EMEI- PAULINO ROMEIRO PARE","MUNICIPAL"
"Campo Grande","URBANA","50023241","EMEI- PEDACINHO DO CEU","MUNICIPAL"
"Campo Grande","URBANA","50077805","EMEI PROFª ADELIA LEITE KRAWIEC","MUNICIPAL"
"Campo Grande","URBANA","50041401","EMEI PROFª AYD CAMARGO CESAR","MUNICIPAL"
"Campo Grande","URBANA","50028057","EMEI PROFESSORA ELENIR ZANQUETA MOLINA","MUNICIPAL"
"Campo Grande","URBANA","50034448","EMEI PROFESSORA EMY ISHIDA NASCIMENTO NOGUEIRA","MUNICIPAL"
"Campo Grande","URBANA","50023225","EMEI SAO FRANCISCO DE ASSIS","MUNICIPAL"
"Campo Grande","URBANA","50023098","EMEI TRIANGULO AZUL","MUNICIPAL"
"Campo Grande","URBANA","50032968","ESC DE EDUC PROFISSIONAL DA FUNDACAO SOCIAL DO TRABALHO DE CG - FUNSAT","MUNICIPAL"
"Campo Grande","URBANA","50034634","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL EMEI - ALBERTO GUILHERME BATISTOTI","MUNICIPAL"
"Campo Grande","URBANA","50034650","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ZARIFE MARTINS FRANCA","MUNICIPAL"
"Caracol","RURAL","50014382","EMR INACIO SILVESTRE MONTEIRO","MUNICIPAL"
"Caracol","URBANA","50014374","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO JOSE LEITE DA SILVA POLO","MUNICIPAL"
"Cassilândia","URBANA","50010174","CENTRO MUNICIPAL DE EDUCACAO VEREADORA ILMA ALVES DA COSTA","MUNICIPAL"
"Cassilândia","URBANA","50022113","CMEI - JURACY LUCAS","MUNICIPAL"
"Cassilândia","URBANA","50022148","CMEI - PREFEITO JOAO ALBINO CARDOSO","MUNICIPAL"
"Cassilândia","URBANA","50028219","CMEI - RICARDO BARBOSA SANDOVAL","MUNICIPAL"
"Cassilândia","URBANA","50023535","CMEI - ROSINELE DA SILVA","MUNICIPAL"
"Cassilândia","URBANA","50022130","CMEI MARIA PARREIRA LEAL","MUNICIPAL"
"Cassilândia","URBANA","50031694","CRECHE LUAIR MONTEIRO MALTA RIGONATO","MUNICIPAL"
"Cassilândia","URBANA","50029444","EM ADRIELE BARBOSA SILVA","MUNICIPAL"
"Cassilândia","URBANA","50010573","EM AMIN JOSE","MUNICIPAL"
"Cassilândia","URBANA","50010620","EM INDAIA DO SUL - POLO","MUNICIPAL"
"Cassilândia","URBANA","50010182","ESCOLA MUNICIPAL ANTONIO PAULINO","MUNICIPAL"
"Chapadão do Sul","URBANA","50028324","CEI ESPERANCA","MUNICIPAL"
"Chapadão do Sul","URBANA","50030698","CEI FLAMBOYANT","MUNICIPAL"
"Chapadão do Sul","URBANA","50025740","CEI PINGO DE GENTE","MUNICIPAL"
"Chapadão do Sul","URBANA","50031589","CEI SIBIPIRUNA","MUNICIPAL"
"Chapadão do Sul","URBANA","50026933","CEI SONHO MEU","MUNICIPAL"
"Chapadão do Sul","RURAL","50031120","ESCOLA MUNICIPAL AROEIRA","MUNICIPAL"
"Chapadão do Sul","URBANA","50010646","ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE","MUNICIPAL"
"Chapadão do Sul","URBANA","50010697","ESCOLA MUNICIPAL CECILIA MEIRELES","MUNICIPAL"
"Chapadão do Sul","URBANA","50030060","ESCOLA MUNICIPAL ERICO VERISSIMO","MUNICIPAL"
"Chapadão do Sul","RURAL","50032232","ESCOLA MUNICIPAL PEDRA BRANCA","MUNICIPAL"
"Chapadão do Sul","RURAL","50022008","ESCOLA MUNICIPAL RIBEIRAO- POLO","MUNICIPAL"
"Corguinho","URBANA","50009443","EM ARCO-IRIS","MUNICIPAL"
"Corguinho","RURAL","50009281","EM FRANCISCO NOGUEIRA SOBRINHO","MUNICIPAL"
"Corguinho","URBANA","50009311","EM FREI OTAVIO JOAO SIMIONATO POLO","MUNICIPAL"
"Coronel Sapucaia","URBANA","50032984","CEI - CRESCER E APRENDER","MUNICIPAL"
"Coronel Sapucaia","URBANA","50026488","CEI - DAIANE PIROLI","MUNICIPAL"
"Coronel Sapucaia","URBANA","50031317","CEI - MUNDO ENCANTADO","MUNICIPAL"
"Coronel Sapucaia","URBANA","50032801","CEI ANJO DA GUARDA","MUNICIPAL"
"Coronel Sapucaia","URBANA","50026496","CEI EUGENIA NOGUEIRA DOS SANTOS","MUNICIPAL"
"Coronel Sapucaia","URBANA","50019589","EM FERNANDO DE SOUZA ROMANINI","MUNICIPAL"
"Coronel Sapucaia","RURAL","50019597","EM NANDE REKO ARANDU","MUNICIPAL"
"Coronel Sapucaia","URBANA","50019570","ESCOLA MUNICIPAL MAURICIO RODRIGUES DE PAULA","MUNICIPAL"
"Coronel Sapucaia","URBANA","50026500","ESCOLA MUNICIPAL RUY ESPINDOLA","MUNICIPAL"
"Coronel Sapucaia","RURAL","50032992","MBO EROY ARANDU","MUNICIPAL"
"Corumbá","URBANA","50000594","CEMEI ESTRELINHA VERDE","MUNICIPAL"
"Corumbá","URBANA","50025406","CEMEI PARTEIRA ANA GONCALVES DO NASCIMENTO","MUNICIPAL"
"Corumbá","URBANA","50025422","CEMEI PARTEIRA INOCENCIA CAMBARA","MUNICIPAL"
"Corumbá","URBANA","50025384","CEMEI PARTEIRA MARIA BENVINDA RABELLO","MUNICIPAL"
"Corumbá","URBANA","50025392","CEMEI PARTEIRA ROSA JOSETTI","MUNICIPAL"
"Corumbá","URBANA","50031988","CEMEI PROFª HELIA DA COSTA REIS","MUNICIPAL"
"Corumbá","URBANA","50032682","CEMEI PROFESSORA EUNICE AJALA ROCHA","MUNICIPAL"
"Corumbá","URBANA","50034677","CENTRO DE EDUCACAO INFANTIL PROFESSORA MIRIAM MENDES","MUNICIPAL"
"Corumbá","URBANA","50022270","EM ANGELA MARIA PEREZ","MUNICIPAL"
"Corumbá","URBANA","50000241","EM BARAO DO RIO BRANCO","MUNICIPAL"
"Corumbá","URBANA","50023950","EM CAIC PADRE ERNESTO SASSIDA E CEMEI CATARINA ANASTACIO DA CRUZ","MUNICIPAL"
"Corumbá","URBANA","50000250","EM CLIO PROENCA","MUNICIPAL"
"Corumbá","URBANA","50000330","EM CYRIACO FELIX DE TOLEDO","MUNICIPAL"
"Corumbá","URBANA","50000268","EM DELCIDIO DO AMARAL","MUNICIPAL"
"Corumbá","URBANA","50030051","EM DR CASSIO LEITE DE BARROS","MUNICIPAL"
"Corumbá","URBANA","50000276","EM FERNANDO DE BARROS E CEMEI MARIA CANDELARIA PEREIRA LEITE E EXTENSAO","MUNICIPAL"
"Corumbá","URBANA","50000306","EM IZABEL CORREA DE OLIVEIRA E EXTENSAO","MUNICIPAL"
"Corumbá","URBANA","50000624","EM LUDOVINA PORTOCARRERO","MUNICIPAL"
"Corumbá","URBANA","50000292","EM PEDRO PAULO DE MEDEIROS","MUNICIPAL"
"Corumbá","URBANA","50082892","EM PROF DJALMA DE SAMPAIO BRASIL E CEMEI SERV CARMO","MUNICIPAL"
"Corumbá","RURAL","50024779","EMR POLO CARLOS CARCANO","MUNICIPAL"
"Corumbá","RURAL","50027492","EMR POLO PAIOLZINHO","MUNICIPAL"
"Corumbá","RURAL","50022296","EMREI MONTE AZUL","MUNICIPAL"
"Corumbá","URBANA","50031023","ESCOLA MUNICIPAL ALMIRANTE TAMANDARE - CEMEI LAIDA MENACHO","MUNICIPAL"
"Corumbá","URBANA","50000284","ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL LUIZ FEITOSA RODRIGUES","MUNICIPAL"
"Corumbá","URBANA","50000349","ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL RACHID BARDAUIL","MUNICIPAL"
"Corumbá","URBANA","50000322","ESCOLA MUNICIPAL DE EDUCACAO INTEGRAL TILMA FERNANDES VEIGA E CEMEI PARTEIRA VALODIA SERRA","MUNICIPAL"
"Corumbá","URBANA","50000314","ESCOLA MUNICIPAL JOSE DE SOUZA DAMY","MUNICIPAL"
"Corumbá","RURAL","50024752","ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL EUTROPIA GOMES PEDROSO","MUNICIPAL"
"Corumbá","RURAL","50030566","ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO LUIZ DE ALBUQUERQUE DE MELO PEREIRA E CACERES E EXT","MUNICIPAL"
"Corumbá","RURAL","50032267","ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO PARAGUAI MIRIM E EXTENSOES","MUNICIPAL"
"Corumbá","RURAL","50030558","ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO PORTO ESPERANCA E EXTENSOES","MUNICIPAL"
"Corumbá","RURAL","50032291","ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO SANTA AURELIA E EXTENSOES","MUNICIPAL"
"Corumbá","RURAL","50032275","ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO SAO LOURENCO E EXTENSOES","MUNICIPAL"
"Corumbá","RURAL","50032283","ESCOLA MUNICIPAL RURAL DE EDUCACAO INTEGRAL POLO SEBASTIAO ROLON E EXTENSOES","MUNICIPAL"
"Corumbá","RURAL","50032313","ESCOLA MUNICIPAL RURAL POLO PORTO DA MANGA E EXTENSOES","MUNICIPAL"
"Costa Rica","URBANA","50010956","CENTRO DE EDUCACAO INFANTIL AMBROSINA PAES COELHO","MUNICIPAL"
"Costa Rica","URBANA","50030655","CENTRO DE EDUCACAO INFANTIL DAVINA CORREA DE OLIVEIRA","MUNICIPAL"
"Costa Rica","URBANA","50031155","CENTRO DE EDUCACAO INFANTIL ILIDIA LACERDA DE ALMEIDA","MUNICIPAL"
"Costa Rica","URBANA","50034669","CENTRO DE EDUCACAO INFANTIL SONHO DA VOVO","MUNICIPAL"
