"MUNICÍPIO","ZONA","CÓDIGO DO INEP","UNIDADE ESCOLAR","TIPO"
"Nioaque","RURAL","50034235","ESCOLA MUNICIPAL INDIGENA GABRIEL LAUREANO-POLO","MUNICIPAL"
"Nioaque","RURAL","50024264","ESCOLA MUNICIPAL INDIGENA PROFESSOR EUGENIO DE SOUZA","MUNICIPAL"
"Nova Alvorada do Sul","URBANA","50025627","CENTRO MUNICIPAL DE EDUCACAO INFANTIL EDJANE JOSEFA DOS SANTOS - POLO","MUNICIPAL"
"Nova Alvorada do Sul","URBANA","50031791","CENTRO MUNICIPAL DE EDUCACAO INFANTIL IZAURA FLAVIO MARQUES - POLO","MUNICIPAL"
"Nova Alvorada do Sul","URBANA","50018248","ESCOLA MUNICIPAL ADENISALDO ARAUJO DE REZENDE","MUNICIPAL"
"Nova Alvorada do Sul","RURAL","50023543","ESCOLA MUNICIPAL AGRICOLA JOAQUIM DOMINGOS","MUNICIPAL"
"Nova Alvorada do Sul","URBANA","50072897","ESCOLA MUNICIPAL IRES BRUNETTO - POLO","MUNICIPAL"
"Nova Alvorada do Sul","URBANA","50032844","ESCOLA MUNICIPAL JEANET ALVEZ ZIELASKO GARCIA - POLO","MUNICIPAL"
"Nova Alvorada do Sul","URBANA","50018256","ESCOLA MUNICIPAL LEONOR DE SOUZA ARAUJO","MUNICIPAL"
"Nova Alvorada do Sul","RURAL","50018264","ESCOLA MUNICIPAL MARTINHO BARBOSA MARTINS","MUNICIPAL"
"Nova Alvorada do Sul","RURAL","50031414","ESCOLA MUNICIPAL PROFESSOR JOSE HENRIQUE DIMICIANO PORTO","MUNICIPAL"
"Nova Alvorada do Sul","RURAL","50024531","ESCOLA MUNICIPAL ROSALVO DA ROCHA RODRIGUES - POLO","MUNICIPAL"
"Nova Andradina","URBANA","50027611","CEI - PAULO SILVEIRA FATTOR","MUNICIPAL"
"Nova Andradina","URBANA","50063847","CEINF - CENTRO DE EDUCACAO INFANTIL EDUCAR PARA CRESCER","MUNICIPAL"
"Nova Andradina","URBANA","50053809","CEINF - ELIZABETH DE ROBIANO","MUNICIPAL"
"Nova Andradina","URBANA","50031449","CEINF - MONTEIRO LOBATO","MUNICIPAL"
"Nova Andradina","URBANA","50062808","CEINF - PEQUENO PRINCIPE","MUNICIPAL"
"Nova Andradina","URBANA","50034200","CEINF - PROFª MARLY MORETTI HERNANDES","MUNICIPAL"
"Nova Andradina","URBANA","50031856","CEINF - RITA RIBEIRO HASHINOKUTI","MUNICIPAL"
"Nova Andradina","URBANA","50030736","CEINF MUNDO ENCANTADO","MUNICIPAL"
"Nova Andradina","URBANA","50059971","CEINF PROF LUIZ CARLOS SAMPAIO","MUNICIPAL"
"Nova Andradina","URBANA","50026291","CEINF SONHO DE CRIANCA","MUNICIPAL"
"Nova Andradina","URBANA","50031430","EM ANTONIO JOAQUIM DE MOURA ANDRADE","MUNICIPAL"
"Nova Andradina","URBANA","50022580","EM ARCO-IRIS - POLO","MUNICIPAL"
"Nova Andradina","URBANA","50023632","EM BRINCANDO DE APRENDER - POLO","MUNICIPAL"
"Nova Andradina","RURAL","50027620","EM LUIS CLAUDIO JOSUE","MUNICIPAL"
"Nova Andradina","RURAL","50013491","EM MACHADO DE ASSIS - POLO","MUNICIPAL"
"Nova Andradina","URBANA","50013440","EM MUNDO DA CRIANCA","MUNICIPAL"
"Nova Andradina","URBANA","50013459","EM PINGO DE GENTE - POLO","MUNICIPAL"
"Nova Andradina","RURAL","50023624","EM PROF DELMIRO SALVIONE BONIN","MUNICIPAL"
"Nova Andradina","URBANA","50013467","EM PROF JOAO DE LIMA PAES","MUNICIPAL"
"Nova Andradina","URBANA","50029576","EM PROFª EFANTINA DE QUADROS","MUNICIPAL"
"Novo Horizonte do Sul","URBANA","50030833","CEI - LUAN KAIBER MIRANDA","MUNICIPAL"
"Novo Horizonte do Sul","URBANA","50021494","EM PROF EDUARDO PEREIRA CALADO","MUNICIPAL"
"Paraíso das Águas","URBANA","50030663","EM PROFESSORA LIZETE RIVELLI ALPE - POLO","MUNICIPAL"
"Paraíso das Águas","URBANA","50034502","ESCOLA MUNICIPAL AVO NEGUINHA - POLO","MUNICIPAL"
"Paranaíba","URBANA","50030949","CEINF ANTONIA MAINARDI OVIDIO","MUNICIPAL"
"Paranaíba","URBANA","50032119","CEINF CAIO SILVA BEVILAQUA","MUNICIPAL"
"Paranaíba","URBANA","50022709","CEINF- DONA MARLENE MARIA DE SENE SOUZA - POLO","MUNICIPAL"
"Paranaíba","URBANA","50033999","CEINF IRMA DULCE","MUNICIPAL"
"Paranaíba","URBANA","50033158","CEINF PROFª GERTRUDES ALVES BARDELIN","MUNICIPAL"
"Paranaíba","RURAL","50022717","EM CAPITAO ALTINO LOPES","MUNICIPAL"
"Paranaíba","RURAL","50011600","EM DONA MARIA PAULA DE OLIVEIRA - POLO","MUNICIPAL"
"Paranaíba","URBANA","50011448","EM MAJOR FRANCISCO FAUSTINO DIAS","MUNICIPAL"
"Paranaíba","URBANA","50025678","EM PROF IGNACIO JOSE DA SILVA","MUNICIPAL"
"Paranaíba","URBANA","50011456","EM PROF MARIA LUIZA CORREA MACHADO","MUNICIPAL"
"Paranaíba","URBANA","50011464","EM PROFª LIDUVINA MOTTA CAMARGO","MUNICIPAL"
"Paranaíba","RURAL","50011499","ESCOLA MUNICIPAL JOAO CHAVES DOS SANTOS - POLO","MUNICIPAL"
"Paranhos","URBANA","50028600","CENTRO DE EDUCACAO INFANTIL CRIANCA FELIZ","MUNICIPAL"
"Paranhos","URBANA","50022628","CENTRO DE EDUCACAO INFANTIL MAMAE ANTONIA","MUNICIPAL"
"Paranhos","URBANA","50031210","CENTRO DE EDUCACAO INFANTIL MONTEIRO LOBATO","MUNICIPAL"
"Paranhos","URBANA","50021559","ESCOLA MUNICIPAL DR MITSURO SAITO","MUNICIPAL"
"Paranhos","RURAL","50034707","ESCOLA MUNICIPAL INDIGENA CHICO VALIENTE","MUNICIPAL"
"Paranhos","RURAL","50034715","ESCOLA MUNICIPAL INDIGENA ELIODORO GONCALVES","MUNICIPAL"
"Paranhos","RURAL","50034723","ESCOLA MUNICIPAL INDIGENA GIL PIRES","MUNICIPAL"
"Paranhos","RURAL","50022636","ESCOLA MUNICIPAL PANCHO ROMERO","MUNICIPAL"
"Paranhos","RURAL","50021621","ESCOLA MUNICIPAL POLO SAO JOSE","MUNICIPAL"
"Paranhos","RURAL","50021591","ESCOLA MUNICIPAL PROF ADRIANO PIRES","MUNICIPAL"
"Paranhos","URBANA","50030574","ESCOLA MUNICIPAL VEREADOR IVO ILMO WACHSMANN","MUNICIPAL"
"Pedro Gomes","URBANA","50003844","CEI - ESTUDANTE ELVIRA TEODORO JESUS DE FARIAS - POLO","MUNICIPAL"
"Pedro Gomes","URBANA","50003895","EM ARCHANGELA MOURAO FONTOURA - POLO","MUNICIPAL"
"Pedro Gomes","URBANA","50003992","EM SANTO ANTONIO","MUNICIPAL"
"Pedro Gomes","URBANA","50034111","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA MARIA MATOS DE MORAIS","MUNICIPAL"
"Ponta Porã","URBANA","50031309","CEINF - ELPIDIO PELUFFO","MUNICIPAL"
"Ponta Porã","URBANA","50028405","CEINF - PROF CONRADO CANTEIRO","MUNICIPAL"
"Ponta Porã","URBANA","50027441","CEINF - PROF MARIO OCARIS ROSA","MUNICIPAL"
"Ponta Porã","URBANA","50023608","CEINF - PROFª EURORA RAMOS DE OLIVEIRA","MUNICIPAL"
"Ponta Porã","URBANA","50062824","CEINF - PROFª LAUREANA PALERMO FERNANDES","MUNICIPAL"
"Ponta Porã","URBANA","50033131","CEINF ANSELMO SOARES DE FRANCA","MUNICIPAL"
"Ponta Porã","URBANA","50030183","CEINF PROFª EUGENIA GONZALES DA SILVA","MUNICIPAL"
"Ponta Porã","URBANA","50027450","CENTRO DE EDUCACAO INFANTIL- PROFª JOANA FERREIRA FRANCO BARRIOS","MUNICIPAL"
"Ponta Porã","URBANA","50018493","E POLO MUNICIPAL JOAO CARLOS PINHEIRO MARQUES","MUNICIPAL"
"Ponta Porã","RURAL","50019058","EM INDIGENA JATAYVARY","MUNICIPAL"
"Ponta Porã","RURAL","50029878","EM INDIGENA MITA TAVYTERA","MUNICIPAL"
"Ponta Porã","URBANA","50028111","EM MANOEL MARTINS","MUNICIPAL"
"Ponta Porã","URBANA","50018540","EM MARIA LIGIA BORGES GARCIA","MUNICIPAL"
"Ponta Porã","URBANA","50023578","EM PROFª CONCEICAO CAPIBERIBE SALDANHA","MUNICIPAL"
"Ponta Porã","URBANA","50031473","EM PROFª MARLY CAVALHEIRO ROJAS","MUNICIPAL"
"Ponta Porã","RURAL","50029860","EM RURAL NOVA CONQUISTA","MUNICIPAL"
"Ponta Porã","URBANA","50018604","EM SAO JOAO","MUNICIPAL"
"Ponta Porã","RURAL","50018949","EPMR OSVALDO DE ALMEIDA MATOS","MUNICIPAL"
"Ponta Porã","URBANA","50018639","ESCOLA MUNICIPAL COOPORA","MUNICIPAL"
"Ponta Porã","URBANA","50034065","ESCOLA MUNICIPAL DE MUSICA DONA IRACEMA","MUNICIPAL"
"Ponta Porã","URBANA","50018515","ESCOLA MUNICIPAL LYDIO LIMA","MUNICIPAL"
"Ponta Porã","URBANA","50034057","ESCOLA MUNICIPAL PREF ORLANDO MENDES GONCALVES","MUNICIPAL"
"Ponta Porã","URBANA","50018566","ESCOLA MUNICIPAL PREFEITO ADE MARQUES","MUNICIPAL"
"Ponta Porã","URBANA","50033190","ESCOLA MUNICIPAL PROFª ZAIRA PORTELA","MUNICIPAL"
"Ponta Porã","URBANA","50018574","ESCOLA MUNICIPAL PROFESSOR ISAAC BORGES CAPILLE","MUNICIPAL"
"Ponta Porã","URBANA","50018469","ESCOLA MUNICIPAL RAMIRO NORONHA","MUNICIPAL"
"Ponta Porã","RURAL","50019040","ESCOLA MUNICIPAL RURAL GRACA DE DEUS","MUNICIPAL"
"Ponta Porã","RURAL","50030647","ESCOLA MUNICIPAL RURAL JUVENAL FROES","MUNICIPAL"
"Ponta Porã","URBANA","50018477","ESCOLA POLO MUNICIPAL IGNES ANDREAZZA","MUNICIPAL"
"Ponta Porã","URBANA","50018485","ESCOLA POLO MUNICIPAL JARDIM IVONE","MUNICIPAL"
"Ponta Porã","URBANA","50018531","ESCOLA POLO MUNICIPAL MARCONDES FERNANDES PEREIRA","MUNICIPAL"
"Ponta Porã","URBANA","50030922","ESCOLA POLO MUNICIPAL PROFª DORA LANDOLFI","MUNICIPAL"
"Porto Murtinho","URBANA","50023691","CEI-LAURA VICUNA","MUNICIPAL"
"Porto Murtinho","URBANA","50031805","CEINF - RAFAEL CORTADA CODORNIZ","MUNICIPAL"
"Porto Murtinho","URBANA","50031821","CENTRO MUNICIPAL DE EDUCACAO ESPECIAL LEANDRO ROLON ROMERO","MUNICIPAL"
"Porto Murtinho","URBANA","50000802","EM CLAUDIO DE OLIVEIRA","MUNICIPAL"
"Porto Murtinho","RURAL","50000764","EM INDIGENA EJIWAJEGI - POLO E EXTENSOES","MUNICIPAL"
"Porto Murtinho","RURAL","50034405","EM INDIGENA KOINUKUNOEN","MUNICIPAL"
"Porto Murtinho","URBANA","50023705","EM NOSSA SENHORA DE CAACUPE","MUNICIPAL"
"Porto Murtinho","URBANA","50039202","EM PROFª IZA MARIA GAUNA","MUNICIPAL"
"Porto Murtinho","URBANA","50000810","EM THOMAZ LARANGEIRA","MUNICIPAL"
"Porto Murtinho","URBANA","50028944","EMEI PRIMEIROS PASSOS","MUNICIPAL"
"Porto Murtinho","RURAL","50000829","EMR DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL BONIFACIO GOMES POLO E EXTENSOES","MUNICIPAL"
"Ribas do Rio Pardo","URBANA","50076809","CEINF - PINGO DE GENTE","MUNICIPAL"
"Ribas do Rio Pardo","URBANA","50033026","CENTRO DE EDUCACAO INFANTIL CRIANCEIRAS","MUNICIPAL"
"Ribas do Rio Pardo","URBANA","50031643","CRECHE MUNICIPAL IVONE ARAUJO BARROS ABES","MUNICIPAL"
"Ribas do Rio Pardo","URBANA","50028979","EM ALCINDO VICENTE FERREIRA","MUNICIPAL"
"Ribas do Rio Pardo","URBANA","50023640","EM BALAO MAGICO","MUNICIPAL"
"Ribas do Rio Pardo","URBANA","50027603","EM IRACY DA SILVA ALMEIDA","MUNICIPAL"
"Ribas do Rio Pardo","URBANA","50031007","EM MAREIDE MONTEIRO DE LIMA","MUNICIPAL"
"Ribas do Rio Pardo","URBANA","50022024","EM SAO SEBASTIAO","MUNICIPAL"
"Ribas do Rio Pardo","RURAL","50011960","EM USINA DO MIMOSO - POLO","MUNICIPAL"
"Rio Brilhante","URBANA","50019236","C EDUC MUL CRIANCA ESPERANCA I","MUNICIPAL"
"Rio Brilhante","URBANA","50019228","C EDUC MUL CRIANCA ESPERANCA II","MUNICIPAL"
"Rio Brilhante","URBANA","50019368","C EDUC MUL CRIANCA ESPERANCA III","MUNICIPAL"
"Rio Brilhante","URBANA","50043404","C EDUC MUL CRIANCA ESPERANCA V","MUNICIPAL"
"Rio Brilhante","URBANA","50031759","C EDUC MUL EIEF CRIANCA ESPERANCA VI","MUNICIPAL"
"Rio Brilhante","URBANA","50026798","C EDUC MUN CRIANCA ESPERANCA IV","MUNICIPAL"
"Rio Brilhante","URBANA","50031538","CEI ANA PERES DA SILVA DONA NITA","MUNICIPAL"
"Rio Brilhante","URBANA","50059920","CEI ELISA NANTES FLORES","MUNICIPAL"
"Rio Brilhante","URBANA","50022776","CEI FREI EVERARDO KREMPER","MUNICIPAL"
"Rio Brilhante","URBANA","50033840","CEI NOEMIA CORREA BARBOSA","MUNICIPAL"
"Rio Brilhante","URBANA","50026780","CEI PREFEITO ILIE VIDAL","MUNICIPAL"
"Rio Brilhante","URBANA","50064843","CEI PROF VERGILIO LESCANO","MUNICIPAL"
"Rio Brilhante","URBANA","50033867","CEI PROFESSORA ABIGAIL MARTINS FAGUNDES DA MOTTA","MUNICIPAL"
"Rio Brilhante","URBANA","50030876","CEI SONIA BORGES SILVEIRA","MUNICIPAL"
"Rio Brilhante","URBANA","50031740","CEI VERA LINA BARBOSA CEOLIN","MUNICIPAL"
"Rio Brilhante","URBANA","50019376","EM EUCLIDES DA CUNHA","MUNICIPAL"
"Rio Brilhante","URBANA","50019279","EM RIO BRILHANTE","MUNICIPAL"
"Rio Brilhante","RURAL","50019244","EM RURAL ARTUR TAVARES DE MELO","MUNICIPAL"
"Rio Brilhante","RURAL","50031201","EMEIEF SAO JUDAS","MUNICIPAL"
"Rio Brilhante","URBANA","50019287","ESCOLA MUNICIPAL PREFEITO SIRIO BORGES","MUNICIPAL"
"Rio Brilhante","URBANA","50019309","ESCOLA MUNICIPAL SIDNEY COELHO NOGUEIRA","MUNICIPAL"
"Rio Negro","URBANA","50026542","CEI DOLIRIA HERCULANO DINIZ - POLO","MUNICIPAL"
"Rio Negro","URBANA","50009656","EM SAO FRANCISCO","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50033751","CEI - HEITOR E HELOISA","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50004280","CEI - NOSSA SENHORA AUXILIADORA","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50029304","CEI - PEQUENO PRINCIPE","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50031937","CEI VENANCIA GONCALVES FERREIRA","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50004115","EM POLO AURELINO ATAIDE DE BRITO","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50004204","EM POLO JOSE DUAILIBI","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50004247","EM POLO MARIZA FERZELLI","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50004140","ESCOLA MUNICIPAL CRESCENCIO DE ABREU","MUNICIPAL"
"Rio Verde de Mato Grosso","URBANA","50004158","ESCOLA MUNICIPAL POLO DR CESAR GALVAO","MUNICIPAL"
"Rochedo","URBANA","50045814","CEI PEQUENO APRENDIZ","MUNICIPAL"
"Rochedo","URBANA","50028359","ESCOLA MUNICIPAL DOCE SABER","MUNICIPAL"
"Rochedo","URBANA","50009796","ESCOLA MUNICIPAL POLO DO SABER","MUNICIPAL"
"Santa Rita do Pardo","URBANA","50029967","CEI - RUTH SOILLET DE OLIVEIRA LIMA","MUNICIPAL"
"Santa Rita do Pardo","URBANA","50025023","EM RAIMUNDO CANDIDO DE ARAUJO","MUNICIPAL"
"Santa Rita do Pardo","URBANA","50025015","EMEI ANTONIO ARCANJO DOS SANTOS JUNIOR","MUNICIPAL"
"Santa Rita do Pardo","RURAL","50022369","ESCOLA MUNICIPAL SANTA RITA DE CASSIA - POLO","MUNICIPAL"
"São Gabriel do Oeste","URBANA","50031864","CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ","MUNICIPAL"
"São Gabriel do Oeste","URBANA","50024671","CENTRO MUNICIPAL DE EDUCACAO INFANTIL JARDIM GRAMADO","MUNICIPAL"
"São Gabriel do Oeste","URBANA","50024663","CENTRO MUNICIPAL DE EDUCACAO INFANTIL MUNDO DA CRIANCA","MUNICIPAL"
"São Gabriel do Oeste","URBANA","50030540","CENTRO MUNICIPAL DE EDUCACAO INFANTIL PEQUENO CIDADAO","MUNICIPAL"
"São Gabriel do Oeste","URBANA","50004409","ESCOLA MUNICIPAL ARMELINDO TONON","MUNICIPAL"
"São Gabriel do Oeste","URBANA","50004417","ESCOLA MUNICIPAL ENIO CARLOS BORTOLINI","MUNICIPAL"
"São Gabriel do Oeste","URBANA","50004425","ESCOLA MUNICIPAL NILMA GLORIA GERACE GAZINEU","MUNICIPAL"
"São Gabriel do Oeste","URBANA","50004360","ESCOLA MUNICIPAL PINGO DE GENTE","MUNICIPAL"
"São Gabriel do Oeste","RURAL","50004522","ESCOLA MUNICIPAL SENADOR FILINTO MULLER","MUNICIPAL"
"Selvíria","URBANA","50030752","CEI - SELVIRIA ALEXANDRE","MUNICIPAL"
"Selvíria","URBANA","50011626","EMEIEF JOAQUIM CAMARGO","MUNICIPAL"
"Selvíria","URBANA","50011634","EMEIEF PROF NELSON DUARTE ROCHA","MUNICIPAL"
"Selvíria","RURAL","50022768","ESCOLA MUNICIPAL RURAL SAO JOAQUIM POLO E EXTENSOES","MUNICIPAL"
"Sete Quedas","URBANA","50026526","CENTRO EDUCACIONAL INFANTIL MEUS FILHOS","MUNICIPAL"
"Sete Quedas","URBANA","50030019","CENTRO EDUCACIONAL INFANTIL PROFESSORA SOLIRIA","MUNICIPAL"
"Sete Quedas","RURAL","50021729","EMPG JOAO ELOI - POLO","MUNICIPAL"
"Sete Quedas","URBANA","50030000","ESCOLA MUNICIPAL INACIO DE CASTRO","MUNICIPAL"
"Sete Quedas","RURAL","50021680","ESCOLA RURAL MUNICIPAL OSVALDO CRUZ - POLO","MUNICIPAL"
"Sidrolândia","URBANA","50037803","CMEI - CANTINHO FELIZ","MUNICIPAL"
"Sidrolândia","URBANA","50009842","CMEI - INES NUNES DOS SANTOS","MUNICIPAL"
"Sidrolândia","URBANA","50028448","CMEI - IRMA DEMETRIA PEDROSA DE ALMEIDA","MUNICIPAL"
"Sidrolândia","URBANA","50026968","CMEI - JOAO LEMES DE SOUZA","MUNICIPAL"
"Sidrolândia","URBANA","50009834","CMEI - LAR DA CRIANCA","MUNICIPAL"
"Sidrolândia","RURAL","50030086","CMEI - PROFª ELZA ALVES LEME","MUNICIPAL"
"Sidrolândia","URBANA","50031627","CMEI - SONHO DE CRIANCA","MUNICIPAL"
"Sidrolândia","URBANA","50060813","CMEI PROF MICHELLE MARIA CANEJO","MUNICIPAL"
"Sidrolândia","RURAL","50032771","EM ARIANO SUASSUNA","MUNICIPAL"
"Sidrolândia","RURAL","50024892","EM DARCY RIBEIRO-POLO","MUNICIPAL"
"Sidrolândia","RURAL","50009982","EM DOMINGOS ALVES NANTES - POLO","MUNICIPAL"
"Sidrolândia","RURAL","50044826","EM ELDORADO","MUNICIPAL"
"Sidrolândia","RURAL","50032780","EM JOAO BATISTA","MUNICIPAL"
"Sidrolândia","RURAL","50031619","EM LEONIDA LA ROSA BALBUENA","MUNICIPAL"
"Sidrolândia","RURAL","50026976","EM MONTEIRO LOBATO","MUNICIPAL"
"Sidrolândia","URBANA","50009923","EM OLINDA BRITO DE SOUZA","MUNICIPAL"
"Sidrolândia","URBANA","50009877","EM PEDRO ALEIXO","MUNICIPAL"
"Sidrolândia","URBANA","50009885","EM PORFIRIA LOPES DO NASCIMENTO","MUNICIPAL"
"Sidrolândia","URBANA","50009893","EM PROFª NATALIA MORAES DE OLIVEIRA","MUNICIPAL"
"Sidrolândia","RURAL","50030523","EM SAO PEDRO","MUNICIPAL"
"Sidrolândia","URBANA","50009907","EM VALERIO CARLOS DA COSTA","MUNICIPAL"
"Sidrolândia","RURAL","50024183","EMI CACIQUE ARMANDO GABRIEL - POLO","MUNICIPAL"
"Sidrolândia","URBANA","50033352","ESCOLA MUNICIPAL INDIGENA CACIQUE JOAO BATISTA FIGUEIREDO","MUNICIPAL"
"Sonora","URBANA","50027670","CMEI - LORENZO GIOBBI","MUNICIPAL"
"Sonora","URBANA","50044800","CMEI - LUCIANO SAMURIO DA SILVA","MUNICIPAL"
"Sonora","URBANA","50033719","CMEI - OSORIO VALEIS","MUNICIPAL"
"Sonora","URBANA","50029550","CMEI - PAULO HENRIQUE ZANIN - POLO","MUNICIPAL"
"Sonora","URBANA","50004638","EM FRANCESCO BATTISTA GIOBBI","MUNICIPAL"
"Sonora","RURAL","50004646","EM IRMA ARALDI KOHL POLO E EXTENSAO SANTO ANTONIO","MUNICIPAL"
"Sonora","URBANA","50039601","EM JOSE GUILHERME FARINON","MUNICIPAL"
"Sonora","URBANA","50022652","EM LUIGI GAZZOLO","MUNICIPAL"
"Tacuru","URBANA","50026518","CEI - CENTRO EDUCACIONAL INFANTIL SORRISO DA CRIANCA","MUNICIPAL"
"Tacuru","RURAL","50029894","ESCOLA MUNICIPAL INDIGENA UBALDO ARANDU KWE-MI - POLO","MUNICIPAL"
"Tacuru","URBANA","50021818","ESCOLA MUNICIPAL PROFESSORA CECILIA MUTSUMI HONDA PERECIN - POLO","MUNICIPAL"
"Tacuru","RURAL","50033050","ESCOLA MUNICIPAL TOMASIA DE VARGAS","MUNICIPAL"
"Taquarussu","URBANA","50026470","CEI - ESMERALDA CARVALHO CUNHA","MUNICIPAL"
"Taquarussu","URBANA","50029541","EM IRENE LINDA ZIOLE CRIVEL","MUNICIPAL"
"Terenos","URBANA","50032925","CMEI - PRO INFANCIA VITOR GLAGAU","MUNICIPAL"
"Terenos","URBANA","50025635","CMEI - SANTA ANA","MUNICIPAL"
"Terenos","URBANA","50010042","EM ALVARO LOPES","MUNICIPAL"
"Terenos","RURAL","50010050","EM ANTONIO SANDIM DE REZENDE","MUNICIPAL"
"Terenos","RURAL","50010069","EM ASSENTAMENTO CAMPO VERDE","MUNICIPAL"
"Terenos","RURAL","50029533","EM ISABEL DE CAMPOS WIDAL RODRIGUES","MUNICIPAL"
"Terenos","RURAL","50010077","EM JAMIC - POLO E EXTENSOES","MUNICIPAL"
"Terenos","RURAL","50031090","EM SALUSTIANO DA MOTTA","MUNICIPAL"
"Terenos","RURAL","50032151","EM VILMA FATIMA DE ASSIS BARRETO","MUNICIPAL"
"Terenos","URBANA","50031082","ESCOLA MUNICIPAL ROSA IDALINA BRAGA BARBOZA","MUNICIPAL"
"Três Lagoas","URBANA","50012185","C E I DIOGENES DE LIMA","MUNICIPAL"
"Três Lagoas","URBANA","50023799","CEI - DONA DIVA GARCIA DE SOUZA","MUNICIPAL"
"Três Lagoas","URBANA","50023772","CEI - GUANABARA","MUNICIPAL"
"Três Lagoas","URBANA","50027425","CEI - JACI CAMBUI FERREIRA","MUNICIPAL"
"Três Lagoas","URBANA","50023810","CEI - NILZA TEBET THOME","MUNICIPAL"
"Três Lagoas","URBANA","50023829","CEI - NOSSA SENHORA APARECIDA","MUNICIPAL"
"Três Lagoas","URBANA","50030965","CEI - NOVO ALVORADA","MUNICIPAL"
"Três Lagoas","URBANA","50024787","CEI - OLGA SALATI MARCONDES","MUNICIPAL"
"Três Lagoas","URBANA","50031490","CEI - PROF NEIFE DE SOUZA LIMA","MUNICIPAL"
"Três Lagoas","URBANA","50039008","CEI - PROFª LILIAN MARCIA DIAS","MUNICIPAL"
"Três Lagoas","URBANA","50031481","CEI - PROFª MARIA APARECIDA DO NASCIMENTO CASTRO","MUNICIPAL"
"Três Lagoas","URBANA","50023802","CEI - SANTA LUZIA","MUNICIPAL"
"Três Lagoas","URBANA","50032020","CEI INTERLAGOS","MUNICIPAL"
"Três Lagoas","URBANA","50030612","CEI -PROF- MARONITA PEREIRA DOS SANTOS","MUNICIPAL"
"Três Lagoas","URBANA","50036602","CENTRO DE EDUCACAO INFANTIL DONA CLEMENTINA CARRATO","MUNICIPAL"
"Três Lagoas","URBANA","50029517","CENTRO DE EDUCACAO INFANTIL MASSUMI OTSUBO","MUNICIPAL"
"Três Lagoas","URBANA","50036807","CENTRO DE EDUCACAO INFANTIL PROFESSORA CLARINDA DIAS CONCEICAO","MUNICIPAL"
"Três Lagoas","URBANA","50033832","CENTRO DE EDUCACAOINFANTIL PROFª ANDREA MARTINEZ TABANEZ","MUNICIPAL"
"Três Lagoas","URBANA","50012193","EM EUFROSINA PINTO","MUNICIPAL"
"Três Lagoas","URBANA","50012207","EM FLAUSINA DE ASSUNCAO MARINHO","MUNICIPAL"
"Três Lagoas","URBANA","50023780","EM GAL NELSON CUSTODIO DE OLIVEIRA","MUNICIPAL"
"Três Lagoas","URBANA","50012215","EM GENTIL RODRIGUES MONTALVAO","MUNICIPAL"
"Três Lagoas","URBANA","50012231","EM JOAQUIM MARQUES DE SOUZA","MUNICIPAL"
"Três Lagoas","URBANA","50012240","EM OLYNTHO MANCINI","MUNICIPAL"
"Três Lagoas","URBANA","50012258","EM PARQUE SAO CARLOS","MUNICIPAL"
"Três Lagoas","URBANA","50012266","EM PRESIDENTE MEDICI","MUNICIPAL"
"Três Lagoas","URBANA","50031350","EM PROF ELSON LOT RIGO","MUNICIPAL"
"Três Lagoas","URBANA","50012290","EM PROF ODEIR ANTONIO DA SILVA","MUNICIPAL"
"Três Lagoas","URBANA","50040006","EM PROF RAMEZ TEBET","MUNICIPAL"
"Três Lagoas","URBANA","50012274","EM PROFª MARIA DE LOURDES LOPES","MUNICIPAL"
"Três Lagoas","URBANA","50012282","EM PROFª MARIA EULALIA VIEIRA","MUNICIPAL"
"Três Lagoas","URBANA","50072919","EM PROFª MARLENE NORONHA GONCALVES","MUNICIPAL"
"Três Lagoas","URBANA","50012304","EM SEN FILINTO MULLER","MUNICIPAL"
"Três Lagoas","RURAL","50038800","EMEC - ANTONIO CAMARGO GARCIA","MUNICIPAL"
"Três Lagoas","URBANA","50034154","ESCOLA MUNICIPAL IRMA SCHEILLA","MUNICIPAL"
"Três Lagoas","URBANA","50033360","ESCOLA MUNICIPAL JULIO FERNANDES COLINO","MUNICIPAL"
"Vicentina","URBANA","50031830","CEI - ANTONIO ROBERTO DIAS","MUNICIPAL"
"Vicentina","URBANA","50019406","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL ANTONIA ALVES FEITOSA","MUNICIPAL"
"Vicentina","RURAL","50019414","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL JOSE DO PATROCINIO - POLO","MUNICIPAL"
"Água Clara","URBANA","50027697","CENTRO DE EDUC ESPECIAL GENTE FELIZ","PARTICULAR"
"Água Clara","URBANA","50029126","CENTRO DE EDUCACAO ASQ","PARTICULAR"
